区分,薬価基準収載医薬品コード,成分名,規格,,,,品名,メーカー名,診療報酬において加算等の算定対象となる後発医薬品,先発医薬品,同一剤形・規格の後発医薬品がある先発医薬品,薬価,経過措置による使用期限,備考
注射薬,7219415A3033,イオヘキソール,３８．８２％１０ｍＬ１瓶,局,,,オムニパーク１８０注１０ｍＬ,第一三共,,先発品,○,651,,H29.10.1局方品
注射薬,7219415A3041,イオヘキソール,３８．８２％１０ｍＬ１瓶,,,,イオベリン１８０注１０ｍＬ,武田テバファーマ,後発品,,,327,,
注射薬,7219415A4030,イオヘキソール,５１．７７％１０ｍＬ１瓶,局,,,オムニパーク２４０注１０ｍＬ,第一三共,,先発品,○,807,,H29.10.1局方品
注射薬,7219415A4048,イオヘキソール,５１．７７％１０ｍＬ１瓶,,,,イオベリン２４０注１０ｍＬ,武田テバファーマ,後発品,,,468,,
注射薬,7219415A5036,イオヘキソール,５１．７７％２０ｍＬ１瓶,局,,,オムニパーク２４０注２０ｍＬ,第一三共,,先発品,○,"1,424",,H29.10.1局方品
注射薬,7219415A5044,イオヘキソール,５１．７７％２０ｍＬ１瓶,,,,イオベリン２４０注２０ｍＬ,武田テバファーマ,後発品,,,810,,
注射薬,7219415A6032,イオヘキソール,５１．７７％５０ｍＬ１瓶,,,,オムニパーク２４０注５０ｍＬ,第一三共,,先発品,○,"3,089",,
注射薬,7219415A6040,イオヘキソール,５１．７７％５０ｍＬ１瓶,局,,,イオベリン２４０注５０ｍＬ,武田テバファーマ,後発品,,,"2,173",,
注射薬,7219415A7039,イオヘキソール,５１．７７％１００ｍＬ１瓶,,,,オムニパーク２４０注１００ｍＬ,第一三共,,先発品,○,"6,015",,
注射薬,7219415A7047,イオヘキソール,５１．７７％１００ｍＬ１瓶,局,,,イオベリン２４０注１００ｍＬ,武田テバファーマ,後発品,,,"3,952",,
注射薬,7219415A8043,イオヘキソール,６４．７１％１０ｍＬ１瓶,局,,,オムニパーク３００注１０ｍＬ,第一三共,,先発品,○,"1,029",,H29.10.1局方品
注射薬,7219415A8051,イオヘキソール,６４．７１％１０ｍＬ１瓶,局,,,イオヘキソール３００注１０ｍＬ「ＨＫ」,光製薬,後発品,,,766,,H29.10.1局方品
注射薬,7219415A8060,イオヘキソール,６４．７１％１０ｍＬ１瓶,,,,イオパーク３００注１０ｍＬ,富士製薬工業,後発品,,,766,,
注射薬,7219415A8078,イオヘキソール,６４．７１％１０ｍＬ１瓶,,,,イオベリン３００注１０ｍＬ,武田テバファーマ,後発品,,,766,,
注射薬,7219415A9058,イオヘキソール,６４．７１％２０ｍＬ１瓶,,,,イオパーク３００注２０ｍＬ,富士製薬工業,後発品,,,"1,239",,
注射薬,7219415A9066,イオヘキソール,６４．７１％２０ｍＬ１瓶,局,,,オムニパーク３００注２０ｍＬ,第一三共,,先発品,○,"1,672",,H29.10.1局方品
注射薬,7219415A9074,イオヘキソール,６４．７１％２０ｍＬ１瓶,局,,,イオヘキソール３００注２０ｍＬ「ＨＫ」,光製薬,後発品,,,"1,239",,H29.10.1局方品
注射薬,7219415A9082,イオヘキソール,６４．７１％２０ｍＬ１瓶,,,,イオベリン３００注２０ｍＬ,武田テバファーマ,後発品,,,"1,239",,
注射薬,7219415G1041,イオヘキソール,５１．７７％１００ｍＬ１筒,局,,,イオパーク２４０注シリンジ１００ｍＬ,富士製薬工業,後発品,,,"5,030",,
注射薬,7219415G1050,イオヘキソール,５１．７７％１００ｍＬ１筒,局,,,オムニパーク２４０注シリンジ１００ｍＬ,第一三共,,先発品,○,"5,667",,
注射薬,7219415G1068,イオヘキソール,５１．７７％１００ｍＬ１筒,局,,,イオベリン２４０注シリンジ１００ｍＬ,武田テバファーマ,後発品,,,"5,030",,
注射薬,7219415G2048,イオヘキソール,６４．７１％５０ｍＬ１筒,局,,,イオベリンシリンジ３００,武田テバファーマ,後発品,,,"3,267",H28.9.30まで,
注射薬,7219415G2056,イオヘキソール,６４．７１％５０ｍＬ１筒,局,,,イオパーク３００注シリンジ５０ｍＬ,富士製薬工業,後発品,,,"3,267",,
注射薬,7219415G2064,イオヘキソール,６４．７１％５０ｍＬ１筒,局,,,オムニパーク３００注シリンジ５０ｍＬ,第一三共,,先発品,○,"3,879",,
注射薬,7219415G2072,イオヘキソール,６４．７１％５０ｍＬ１筒,局,,,イオソール注３００シリンジ５０ｍＬ,東和薬品,後発品,,,"3,267",,
注射薬,7219415G2080,イオヘキソール,６４．７１％５０ｍＬ１筒,局,,,イオヘキソール３００注シリンジ５０ｍＬ「ＨＫ」,光製薬,後発品,,,"3,267",,
注射薬,7219415G2099,イオヘキソール,６４．７１％５０ｍＬ１筒,局,,,イオベリン３００注シリンジ５０ｍＬ,武田テバファーマ,後発品,,,"3,267",,
注射薬,7219415G3036,イオヘキソール,６４．７１％１００ｍＬ１筒,局,,,イオベリンシリンジ３００,武田テバファーマ,後発品,,,"4,884",H28.9.30まで,
注射薬,7219415G3087,イオヘキソール,６４．７１％１００ｍＬ１筒,局,,,イオパーク３００注シリンジ１００ｍＬ,富士製薬工業,後発品,,,"4,884",,
注射薬,7219415G3109,イオヘキソール,６４．７１％１００ｍＬ１筒,局,,,イオソール注３００シリンジ１００ｍＬ,東和薬品,後発品,,,"4,884",,
注射薬,7219415G3117,イオヘキソール,６４．７１％１００ｍＬ１筒,局,,,オムニパーク３００注シリンジ１００ｍＬ,第一三共,,先発品,○,"6,787",,
注射薬,7219415G3125,イオヘキソール,６４．７１％１００ｍＬ１筒,局,,,イオヘキソール３００注シリンジ１００ｍＬ「ＨＫ」,光製薬,後発品,,,"4,884",,
注射薬,7219415G3133,イオヘキソール,６４．７１％１００ｍＬ１筒,局,,,イオベリン３００注シリンジ１００ｍＬ,武田テバファーマ,後発品,,,"4,884",,
注射薬,7219415G4040,イオヘキソール,６４．７１％８０ｍＬ１筒,局,,,イオベリンシリンジ３００,武田テバファーマ,後発品,,,"4,501",H28.9.30まで,
注射薬,7219415G4059,イオヘキソール,６４．７１％８０ｍＬ１筒,局,,,イオパーク３００注シリンジ８０ｍＬ,富士製薬工業,後発品,,,"4,501",,
注射薬,7219415G4067,イオヘキソール,６４．７１％８０ｍＬ１筒,局,,,オムニパーク３００注シリンジ８０ｍＬ,第一三共,,先発品,○,"5,714",,
注射薬,7219415G4075,イオヘキソール,６４．７１％８０ｍＬ１筒,局,,,イオソール注３００シリンジ８０ｍＬ,東和薬品,後発品,,,"4,501",,
注射薬,7219415G4083,イオヘキソール,６４．７１％８０ｍＬ１筒,局,,,イオヘキソール３００注シリンジ８０ｍＬ「ＨＫ」,光製薬,後発品,,,"4,501",,
注射薬,7219415G4091,イオヘキソール,６４．７１％８０ｍＬ１筒,局,,,イオベリン３００注シリンジ８０ｍＬ,武田テバファーマ,後発品,,,"4,501",,
注射薬,7219415G5055,イオヘキソール,７５．４９％１００ｍＬ１筒,局,,,イオパーク３５０注シリンジ１００ｍＬ,富士製薬工業,後発品,,,"5,486",,
注射薬,7219415G5063,イオヘキソール,７５．４９％１００ｍＬ１筒,局,,,オムニパーク３５０注シリンジ１００ｍＬ,第一三共,,先発品,○,"7,865",,
注射薬,7219415G5071,イオヘキソール,７５．４９％１００ｍＬ１筒,局,,,イオヘキソール３５０注シリンジ１００ｍＬ「ＨＫ」,光製薬,後発品,,,"5,486",,
注射薬,7219415G5080,イオヘキソール,７５．４９％１００ｍＬ１筒,局,,,イオベリン３５０注シリンジ１００ｍＬ,武田テバファーマ,後発品,,,"5,486",,
注射薬,7219415G6035,イオヘキソール,６４．７１％１５０ｍＬ１筒,局,,,オムニパーク３００注シリンジ１５０ｍＬ,第一三共,,先発品,○,"10,755",,
注射薬,7219415G6043,イオヘキソール,６４．７１％１５０ｍＬ１筒,局,,,イオソール注３００シリンジ１５０ｍＬ,東和薬品,後発品,,,"7,897",,
注射薬,7219415G6051,イオヘキソール,６４．７１％１５０ｍＬ１筒,局,,,イオパーク３００注シリンジ１５０ｍＬ,富士製薬工業,後発品,,,"7,897",,
注射薬,7219415G6060,イオヘキソール,６４．７１％１５０ｍＬ１筒,局,,,イオヘキソール３００注シリンジ１５０ｍＬ「ＨＫ」,光製薬,後発品,,,"7,897",,
注射薬,7219415G6078,イオヘキソール,６４．７１％１５０ｍＬ１筒,局,,,イオベリン３００注シリンジ１５０ｍＬ,武田テバファーマ,後発品,,,"7,897",,
注射薬,7219415G7031,イオヘキソール,６４．７１％１２５ｍＬ１筒,局,,,オムニパーク３００注シリンジ１２５ｍＬ,第一三共,,先発品,○,"8,876",,
注射薬,7219415G7040,イオヘキソール,６４．７１％１２５ｍＬ１筒,局,,,イオソール注３００シリンジ１２５ｍＬ,東和薬品,後発品,,,"5,632",,
注射薬,7219415G7058,イオヘキソール,６４．７１％１２５ｍＬ１筒,局,,,イオパーク３００注シリンジ１２５ｍＬ,富士製薬工業,後発品,,,"5,632",,
注射薬,7219415G7066,イオヘキソール,６４．７１％１２５ｍＬ１筒,局,,,イオヘキソール３００注シリンジ１２５ｍＬ「ＨＫ」,光製薬,後発品,,,"5,632",,
注射薬,7219415G7074,イオヘキソール,６４．７１％１２５ｍＬ１筒,局,,,イオベリン３００注シリンジ１２５ｍＬ,武田テバファーマ,後発品,,,"5,632",,
注射薬,7219415G8038,イオヘキソール,７５．４９％７０ｍＬ１筒,局,,,オムニパーク３５０注シリンジ７０ｍＬ,第一三共,,先発品,○,"5,507",,
注射薬,7219415G8046,イオヘキソール,７５．４９％７０ｍＬ１筒,局,,,イオパーク３５０注シリンジ７０ｍＬ,富士製薬工業,後発品,,,"4,084",,
注射薬,7219415G8054,イオヘキソール,７５．４９％７０ｍＬ１筒,局,,,イオベリン３５０注シリンジ７０ｍＬ,武田テバファーマ,後発品,,,"4,084",,
注射薬,7219415G8062,イオヘキソール,７５．４９％７０ｍＬ１筒,局,,,イオヘキソール３５０注シリンジ７０ｍＬ「ＨＫ」,光製薬,後発品,,,"4,084",,
注射薬,7219415G9026,イオヘキソール,６４．７１％１１０ｍＬ１筒,局,,,オムニパーク３００注シリンジ１１０ｍＬ,第一三共,,先発品,○,"8,010",,
注射薬,7219415G9034,イオヘキソール,６４．７１％１１０ｍＬ１筒,局,,,イオパーク３００注シリンジ１１０ｍＬ,富士製薬工業,後発品,,,"5,960",,
注射薬,7219415G9042,イオヘキソール,６４．７１％１１０ｍＬ１筒,局,,,イオソール注３００シリンジ１１０ｍＬ,東和薬品,後発品,,,"5,960",,
注射薬,7219415G9050,イオヘキソール,６４．７１％１１０ｍＬ１筒,局,,,イオヘキソール３００注シリンジ１１０ｍＬ「ＨＫ」,光製薬,後発品,,,"5,960",,
注射薬,7219415G9069,イオヘキソール,６４．７１％１１０ｍＬ１筒,局,,,イオベリン３００注シリンジ１１０ｍＬ,武田テバファーマ,後発品,,,"5,960",,
注射薬,7219415H1063,イオヘキソール,６４．７１％５０ｍＬ１瓶,局,,,イオパーク３００注５０ｍＬ,富士製薬工業,後発品,,,"3,087",,
注射薬,7219415H1071,イオヘキソール,６４．７１％５０ｍＬ１瓶,,,,オムニパーク３００注５０ｍＬ,第一三共,,先発品,○,"3,802",,
注射薬,7219415H1080,イオヘキソール,６４．７１％５０ｍＬ１瓶,局,,,イオヘキソール３００注５０ｍＬ「ＨＫ」,光製薬,後発品,,,"3,087",,
注射薬,7219415H1098,イオヘキソール,６４．７１％５０ｍＬ１瓶,局,,,イオベリン３００注５０ｍＬ,武田テバファーマ,後発品,,,"3,087",,
注射薬,7219415H2060,イオヘキソール,６４．７１％１００ｍＬ１瓶,局,,,イオパーク３００注１００ｍＬ,富士製薬工業,後発品,,,"4,859",,
注射薬,7219415H2078,イオヘキソール,６４．７１％１００ｍＬ１瓶,,,,オムニパーク３００注１００ｍＬ,第一三共,,先発品,○,"6,933",,
注射薬,7219415H2086,イオヘキソール,６４．７１％１００ｍＬ１瓶,局,,,イオヘキソール３００注１００ｍＬ「ＨＫ」,光製薬,後発品,,,"4,859",,
注射薬,7219415H2094,イオヘキソール,６４．７１％１００ｍＬ１瓶,局,,,イオベリン３００注１００ｍＬ,武田テバファーマ,後発品,,,"4,859",,
注射薬,7219415H3058,イオヘキソール,７５．４９％２０ｍＬ１瓶,,,,イオパーク３５０注２０ｍＬ,富士製薬工業,後発品,,,"1,540",,
注射薬,7219415H3066,イオヘキソール,７５．４９％２０ｍＬ１瓶,局,,,オムニパーク３５０注２０ｍＬ,第一三共,,先発品,○,"1,827",,H29.10.1局方品
注射薬,7219415H3074,イオヘキソール,７５．４９％２０ｍＬ１瓶,,,,イオベリン３５０注２０ｍＬ,武田テバファーマ,後発品,,,"1,540",,
注射薬,7219415H4054,イオヘキソール,７５．４９％５０ｍＬ１瓶,局,,,イオパーク３５０注５０ｍＬ,富士製薬工業,後発品,,,"3,347",,
注射薬,7219415H4062,イオヘキソール,７５．４９％５０ｍＬ１瓶,,,,オムニパーク３５０注５０ｍＬ,第一三共,,先発品,○,"3,844",,
注射薬,7219415H4070,イオヘキソール,７５．４９％５０ｍＬ１瓶,局,,,イオベリン３５０注５０ｍＬ,武田テバファーマ,後発品,,,"3,347",,
注射薬,7219415H5050,イオヘキソール,７５．４９％１００ｍＬ１瓶,局,,,イオパーク３５０注１００ｍＬ,富士製薬工業,後発品,,,"5,558",,
注射薬,7219415H5069,イオヘキソール,７５．４９％１００ｍＬ１瓶,,,,オムニパーク３５０注１００ｍＬ,第一三共,,先発品,○,"6,783",,
注射薬,7219415H5077,イオヘキソール,７５．４９％１００ｍＬ１瓶,局,,,イオベリン３５０注１００ｍＬ,武田テバファーマ,後発品,,,"5,558",,
注射薬,7219415H6030,イオヘキソール,６４．７１％１５０ｍＬ１瓶,,,,オムニパーク３００注１５０ｍＬ,第一三共,,先発品,○,"10,974",,
注射薬,7219415H6049,イオヘキソール,６４．７１％１５０ｍＬ１瓶,局,,,イオパーク３００注１５０ｍＬ,富士製薬工業,後発品,,,"6,809",H30.3.31まで,
注射薬,7219415H6057,イオヘキソール,６４．７１％１５０ｍＬ１瓶,局,,,イオヘキソール３００注１５０ｍＬ「ＨＫ」,光製薬,後発品,,,"6,809",H30.3.31まで,
注射薬,7219415H6065,イオヘキソール,６４．７１％１５０ｍＬ１瓶,局,,,イオベリン３００注１５０ｍＬ,武田テバファーマ,後発品,,,"6,809",,
注射薬,7219415H7053,イオヘキソール,６４．７１％１００ｍＬ１袋,局,,,イオヘキソール３００注バッグ１００ｍＬ「ＨＫ」,光製薬,後発品,,,"4,859",,
注射薬,7219415H8025,イオヘキソール,７５．４９％４５ｍＬ１筒,局,,,オムニパーク３５０注シリンジ４５ｍＬ,第一三共,,先発品,○,"3,626",,
注射薬,7219415H8033,イオヘキソール,７５．４９％４５ｍＬ１筒,局,,,イオベリン３５０注シリンジ４５ｍＬ,武田テバファーマ,後発品,,,"3,234",,
注射薬,7219416A6037,イオベルソール,５０．９％１００ｍＬ１瓶,,,,オプチレイ２４０注１００ｍＬ,富士製薬工業,,先発品,,"6,206",,
注射薬,7219416A8030,イオベルソール,６７．８％２０ｍＬ１瓶,,,,オプチレイ３２０注２０ｍＬ,富士製薬工業,,先発品,,"2,273",,
注射薬,7219416A9036,イオベルソール,６７．８％５０ｍＬ１瓶,,,,オプチレイ３２０注５０ｍＬ,富士製薬工業,,先発品,,"4,806",,
注射薬,7219416G1038,イオベルソール,５０．９％１００ｍＬ１筒,,,,オプチレイ２４０注シリンジ１００ｍＬ,富士製薬工業,,先発品,,"7,517",,
注射薬,7219416G3030,イオベルソール,６７．８％７５ｍＬ１筒,,,,オプチレイ３２０注シリンジ７５ｍＬ,富士製薬工業,,先発品,,"6,309",,
注射薬,7219416G4037,イオベルソール,６７．８％１００ｍＬ１筒,,,,オプチレイ３２０注シリンジ１００ｍＬ,富士製薬工業,,先発品,,"8,576",,
注射薬,7219416G5041,イオベルソール,６７．８％４０ｍＬ１筒,,,,オプチレイ３２０注シリンジ４０ｍＬ,富士製薬工業,,先発品,,"4,402",,
注射薬,7219416G7036,イオベルソール,６７．８％５０ｍＬ１筒,,,,オプチレイ３２０注シリンジ５０ｍＬ,富士製薬工業,,先発品,,"5,741",,
注射薬,7219416G8032,イオベルソール,７４．１％５０ｍＬ１筒,,,,オプチレイ３５０注シリンジ５０ｍＬ,富士製薬工業,,先発品,,"5,741",,
注射薬,7219416G9039,イオベルソール,７４．１％１００ｍＬ１筒,,,,オプチレイ３５０注シリンジ１００ｍＬ,富士製薬工業,,先発品,,"9,538",,
注射薬,7219416H1033,イオベルソール,６７．８％１００ｍＬ１瓶,,,,オプチレイ３２０注１００ｍＬ,富士製薬工業,,先発品,,"7,975",,
注射薬,7219416H2030,イオベルソール,７４．１％２０ｍＬ１瓶,,,,オプチレイ３５０注２０ｍＬ,富士製薬工業,,先発品,,"2,273",,
注射薬,7219416H3036,イオベルソール,７４．１％５０ｍＬ１瓶,,,,オプチレイ３５０注５０ｍＬ,富士製薬工業,,先発品,,"4,806",,
注射薬,7219416H4032,イオベルソール,７４．１％１００ｍＬ１瓶,,,,オプチレイ３５０注１００ｍＬ,富士製薬工業,,先発品,,"7,975",,
注射薬,7219416H5039,イオベルソール,６７．８％７５ｍＬ１瓶,,,,オプチレイ３２０注７５ｍＬ,富士製薬工業,,先発品,,"6,713",,
注射薬,7219416P1020,イオベルソール,７４．１％１３５ｍＬ１筒,,,,オプチレイ３５０注シリンジ１３５ｍＬ,富士製薬工業,,先発品,,"10,192",,H29.5.31収載
注射薬,7219417A1030,イオメプロール,６１．２４％２０ｍＬ１瓶,,,,イオメロン３００注２０ｍＬ,ブラッコ・エーザイ,,先発品,,"1,999",,
注射薬,7219417A2036,イオメプロール,６１．２４％５０ｍＬ１瓶,,,,イオメロン３００注５０ｍＬ,ブラッコ・エーザイ,,先発品,,"4,090",,
注射薬,7219417A3032,イオメプロール,６１．２４％１００ｍＬ１瓶,,,,イオメロン３００注１００ｍＬ,ブラッコ・エーザイ,,先発品,,"7,566",,
注射薬,7219417A4039,イオメプロール,７１．４４％２０ｍＬ１瓶,,,,イオメロン３５０注２０ｍＬ,ブラッコ・エーザイ,,先発品,,"2,204",,
注射薬,7219417A5035,イオメプロール,７１．４４％５０ｍＬ１瓶,,,,イオメロン３５０注５０ｍＬ,ブラッコ・エーザイ,,先発品,,"4,867",,
注射薬,7219417A6031,イオメプロール,７１．４４％１００ｍＬ１瓶,,,,イオメロン３５０注１００ｍＬ,ブラッコ・エーザイ,,先発品,,"8,594",,
注射薬,7219417A7038,イオメプロール,８１．６５％２０ｍＬ１瓶,,,,イオメロン４００注２０ｍＬ,ブラッコ・エーザイ,,先発品,,"2,518",,
注射薬,7219417A8034,イオメプロール,８１．６５％５０ｍＬ１瓶,,,,イオメロン４００注５０ｍＬ,ブラッコ・エーザイ,,先発品,,"6,361",,
注射薬,7219417A9030,イオメプロール,８１．６５％１００ｍＬ１瓶,,,,イオメロン４００注１００ｍＬ,ブラッコ・エーザイ,,先発品,,"10,349",,
注射薬,7219417G1032,イオメプロール,６１．２４％５０ｍＬ１筒,,,,イオメロン３００注シリンジ５０ｍＬ,ブラッコ・エーザイ,,先発品,,"4,446",,
注射薬,7219417G2039,イオメプロール,６１．２４％１００ｍＬ１筒,,,,イオメロン３００注シリンジ１００ｍＬ,ブラッコ・エーザイ,,先発品,,"8,461",,
注射薬,7219417G3035,イオメプロール,７１．４４％５０ｍＬ１筒,,,,イオメロン３５０注シリンジ５０ｍＬ,ブラッコ・エーザイ,,先発品,,"4,944",,
注射薬,7219417G4031,イオメプロール,７１．４４％１００ｍＬ１筒,,,,イオメロン３５０注シリンジ１００ｍＬ,ブラッコ・エーザイ,,先発品,,"9,604",,
注射薬,7219417G5038,イオメプロール,６１．２４％７５ｍＬ１筒,,,,イオメロン３００注シリンジ７５ｍＬ,ブラッコ・エーザイ,,先発品,,"6,349",,
注射薬,7219417G6034,イオメプロール,７１．４４％７５ｍＬ１筒,,,,イオメロン３５０注シリンジ７５ｍＬ,ブラッコ・エーザイ,,先発品,,"6,955",,
注射薬,7219417G7030,イオメプロール,７１．４４％１３５ｍＬ１筒,,,,イオメロン３５０注シリンジ１３５ｍＬ,ブラッコ・エーザイ,,先発品,,"12,516",,
注射薬,7219418A6036,イオプロミド,６２．３４％２０ｍＬ１瓶,,,,プロスコープ３００注２０ｍＬ,アルフレッサファーマ,,先発品,○,"1,700",,
注射薬,7219418A6044,イオプロミド,６２．３４％２０ｍＬ１瓶,,,,イオプロミド３００注２０ｍＬ「ＦＲＩ」,富士フイルムＲＩファーマ,後発品,,,"1,290",,
注射薬,7219418A7032,イオプロミド,６２．３４％５０ｍＬ１瓶,,,,プロスコープ３００注５０ｍＬ,アルフレッサファーマ,,先発品,○,"4,196",,
注射薬,7219418A7040,イオプロミド,６２．３４％５０ｍＬ１瓶,,,,イオプロミド３００注５０ｍＬ「ＦＲＩ」,富士フイルムＲＩファーマ,後発品,,,"3,166",,
注射薬,7219418A8039,イオプロミド,６２．３４％１００ｍＬ１瓶,,,,プロスコープ３００注１００ｍＬ,アルフレッサファーマ,,先発品,○,"8,128",,
注射薬,7219418A8047,イオプロミド,６２．３４％１００ｍＬ１瓶,,,,イオプロミド３００注１００ｍＬ「ＦＲＩ」,富士フイルムＲＩファーマ,後発品,,,"5,230",,
注射薬,7219418A9035,イオプロミド,７６．８９％２０ｍＬ１瓶,,,,プロスコープ３７０注２０ｍＬ,アルフレッサファーマ,,先発品,○,"2,078",,
注射薬,7219418A9043,イオプロミド,７６．８９％２０ｍＬ１瓶,,,,イオプロミド３７０注２０ｍＬ「ＦＲＩ」,富士フイルムＲＩファーマ,後発品,,,"1,509",,
注射薬,7219418G1037,イオプロミド,６２．３４％１００ｍＬ１筒,,,,プロスコープ３００注シリンジ１００ｍＬ,アルフレッサファーマ,,先発品,○,"8,389",,
注射薬,7219418G1045,イオプロミド,６２．３４％１００ｍＬ１筒,,,,イオプロミド３００注シリンジ１００ｍＬ「ＦＲＩ」,富士フイルムＲＩファーマ,後発品,,,"6,299",,
注射薬,7219418G2025,イオプロミド,６２．３４％５０ｍＬ１筒,,,,プロスコープ３００注シリンジ５０ｍＬ,アルフレッサファーマ,,先発品,○,"3,854",,
注射薬,7219418G2033,イオプロミド,６２．３４％５０ｍＬ１筒,,,,イオプロミド３００注シリンジ５０ｍＬ「ＦＲＩ」,富士フイルムＲＩファーマ,後発品,,,"2,890",,
注射薬,7219418G3021,イオプロミド,６２．３４％８０ｍＬ１筒,,,,プロスコープ３００注シリンジ８０ｍＬ,アルフレッサファーマ,,先発品,○,"7,455",,
注射薬,7219418G3030,イオプロミド,６２．３４％８０ｍＬ１筒,,,,イオプロミド３００注シリンジ８０ｍＬ「ＦＲＩ」,富士フイルムＲＩファーマ,後発品,,,"4,896",,
注射薬,7219418G4028,イオプロミド,７６．８９％５０ｍＬ１筒,,,,イオプロミド３７０注シリンジ５０ｍＬ「ＦＲＩ」,富士フイルムＲＩファーマ,後発品,,,"3,777",,
注射薬,7219418G4036,イオプロミド,７６．８９％５０ｍＬ１筒,,,,プロスコープ３７０注シリンジ５０ｍＬ,アルフレッサファーマ,,先発品,○,"4,519",,
注射薬,7219418G5024,イオプロミド,７６．８９％８０ｍＬ１筒,,,,イオプロミド３７０注シリンジ８０ｍＬ「ＦＲＩ」,富士フイルムＲＩファーマ,後発品,,,"6,230",,
注射薬,7219418G5032,イオプロミド,７６．８９％８０ｍＬ１筒,,,,プロスコープ３７０注シリンジ８０ｍＬ,アルフレッサファーマ,,先発品,○,"7,872",,
注射薬,7219418G6020,イオプロミド,７６．８９％１００ｍＬ１筒,,,,イオプロミド３７０注シリンジ１００ｍＬ「ＦＲＩ」,富士フイルムＲＩファーマ,後発品,,,"7,251",,
注射薬,7219418G6039,イオプロミド,７６．８９％１００ｍＬ１筒,,,,プロスコープ３７０注シリンジ１００ｍＬ,アルフレッサファーマ,,先発品,○,"8,205",,
注射薬,7219418H1032,イオプロミド,７６．８９％５０ｍＬ１瓶,,,,プロスコープ３７０注５０ｍＬ,アルフレッサファーマ,,先発品,○,"4,869",,
注射薬,7219418H1040,イオプロミド,７６．８９％５０ｍＬ１瓶,,,,イオプロミド３７０注５０ｍＬ「ＦＲＩ」,富士フイルムＲＩファーマ,後発品,,,"3,676",,
注射薬,7219418H2039,イオプロミド,７６．８９％１００ｍＬ１瓶,,,,プロスコープ３７０注１００ｍＬ,アルフレッサファーマ,,先発品,○,"9,231",,
注射薬,7219418H2047,イオプロミド,７６．８９％１００ｍＬ１瓶,,,,イオプロミド３７０注１００ｍＬ「ＦＲＩ」,富士フイルムＲＩファーマ,後発品,,,"6,895",,
注射薬,7219420A1031,イオジキサノール,５４．９７％２０ｍＬ１瓶,,,,ビジパーク２７０注２０ｍＬ,第一三共,,先発品,,"1,944",,
注射薬,7219420A2038,イオジキサノール,５４．９７％５０ｍＬ１瓶,,,,ビジパーク２７０注５０ｍＬ,第一三共,,先発品,,"4,632",,
注射薬,7219420A3034,イオジキサノール,５４．９７％１００ｍＬ１瓶,,,,ビジパーク２７０注１００ｍＬ,第一三共,,先発品,,"8,814",,
注射薬,7219420A4030,イオジキサノール,６５．１５％５０ｍＬ１瓶,,,,ビジパーク３２０注５０ｍＬ,第一三共,,先発品,,"5,784",,
注射薬,7219420A5037,イオジキサノール,６５．１５％１００ｍＬ１瓶,,,,ビジパーク３２０注１００ｍＬ,第一三共,,先発品,,"11,186",,
注射薬,7223400A1037,ゴナドレリン酢酸塩,０．１ｍｇ１管,,,,ＬＨ－ＲＨ注０．１ｍｇ「タナベ」,ニプロＥＳファーマ,,先発品,,"3,840",,
注射薬,7223401A1015,プロチレリン酒石酸塩水和物,０．５ｍｇ１管,,,,プロチレリン酒石酸塩０．５ｍｇ注射液,,後発品,,,484,,
注射薬,7223401A1104,プロチレリン酒石酸塩水和物,０．５ｍｇ１管,,,,ヒルトニン０．５ｍｇ注射液,武田テバ薬品,,先発品,○,"1,995",,
注射薬,7223401A2011,プロチレリン酒石酸塩水和物,１ｍｇ１ｍＬ１管,,,,プロチレリン酒石酸塩１ｍｇ１ｍＬ注射液,,後発品,,,977,,
注射薬,7223401A2020,プロチレリン酒石酸塩水和物,１ｍｇ１ｍＬ１管,,,,ヒルトニン１ｍｇ注射液,武田テバ薬品,,先発品,○,"4,576",,
注射薬,7223401A3018,プロチレリン酒石酸塩水和物,２ｍｇ１ｍＬ１管,,,,プロチレリン酒石酸塩２ｍｇ１ｍＬ注射液,,後発品,,,"2,121",,
注射薬,7223401A3026,プロチレリン酒石酸塩水和物,２ｍｇ１ｍＬ１管,,,,ヒルトニン２ｍｇ注射液,武田テバ薬品,,先発品,○,"8,380",,
注射薬,7223402A1036,プロチレリン,０．５ｍｇ１管,,,,ＴＲＨ注０．５ｍｇ「タナベ」,ニプロＥＳファーマ,,先発品,,"3,947",,
注射薬,7223403D1045,テリパラチド酢酸塩,１００酢酸テリパラチド単位１瓶,,,,テリパラチド酢酸塩静注用１００「旭化成」,旭化成ファーマ,,先発品,,"19,910",,
注射薬,7223404A2031,Ｌ－アルギニン塩酸塩,１０％３００ｍＬ１袋,,,,アルギニン点滴静注３０ｇ「ＡＹ」,エイワイファーマ,,先発品,,"2,136",,
注射薬,7223405D1028,ソマトレリン酢酸塩,５０μｇ１瓶（溶解液付）,,,,注射用ＧＲＦ住友５０,大日本住友製薬,,先発品,,"3,433",,
注射薬,7223405D2024,ソマトレリン酢酸塩,１００μｇ１瓶（溶解液付）,,,,注射用ＧＲＦ住友１００,大日本住友製薬,,先発品,,"6,625",,
注射薬,7223406D1030,コルチコレリン（ヒト）,１００μｇ１瓶（溶解液付）,,,,ヒトＣＲＨ静注用１００μｇ「タナベ」,田辺三菱製薬,,先発品,,"19,631",,
