区分,薬価基準収載医薬品コード,成分名,規格,品名,,,メーカー名,診療報酬において加算等の算定対象となる後発医薬品,先発医薬品,同一剤形・規格の後発医薬品がある先発医薬品,薬価,経過措置による使用期限,備考
注射薬,6399411D1022,テセロイキン（遺伝子組換え）,３５万単位１瓶（溶解液付）,局,,イムネース注３５,塩野義製薬,,先発品,,"51,146",,
注射薬,6399414A1038,抗ヒトＴリンパ球ウサギ免疫グロブリン,１００ｍｇ５ｍＬ１瓶,,,ゼットブリン点滴静注液１００ｍｇ,日本臓器製薬,,先発品,,"60,364",,
注射薬,6399416D1033,インターフェロンベータ－１ｂ（遺伝子組換え）,９６０万国際単位１瓶（溶解液付）,,,ベタフェロン皮下注用９６０万国際単位,バイエル薬品,,先発品,,"10,995",,
注射薬,6399418D1032,バシリキシマブ（遺伝子組換え）,２０ｍｇ１瓶（溶解液付）,,,シムレクト静注用２０ｍｇ,ノバルティス　ファーマ,,先発品,,"349,545",,
注射薬,6399418D2020,バシリキシマブ（遺伝子組換え）,１０ｍｇ１瓶（溶解液付）,,,シムレクト小児用静注用１０ｍｇ,ノバルティス　ファーマ,,先発品,,"187,886",,
注射薬,6399419A1022,ペグインターフェロンアルファ－２ａ（遺伝子組換え）,９０μｇ１ｍＬ１瓶,,,ペガシス皮下注９０μｇ,中外製薬,,先発品,,"13,977",,
注射薬,6399419A2029,ペグインターフェロンアルファ－２ａ（遺伝子組換え）,１８０μｇ１ｍＬ１瓶,,,ペガシス皮下注１８０μｇ,中外製薬,,先発品,,"27,144",,
注射薬,6399419A3025,ペグインターフェロンアルファ－２ａ（遺伝子組換え）,４５μｇ０．５ｍＬ１瓶,,,ペガシス皮下注４５μｇ,中外製薬,,先発品,,"7,197",,H25.11.29収載
注射薬,6399420D1021,ペグインターフェロンアルファ－２ｂ（遺伝子組換え）,５０μｇ１瓶（溶解液付）,,,ペグイントロン皮下注用５０μｇ／０．５ｍＬ用,ＭＳＤ,,先発品,,"15,206",,
注射薬,6399420D2028,ペグインターフェロンアルファ－２ｂ（遺伝子組換え）,１００μｇ１瓶（溶解液付）,,,ペグイントロン皮下注用１００μｇ／０．５ｍＬ用,ＭＳＤ,,先発品,,"29,550",,
注射薬,6399420D3024,ペグインターフェロンアルファ－２ｂ（遺伝子組換え）,１５０μｇ１瓶（溶解液付）,,,ペグイントロン皮下注用１５０μｇ／０．５ｍＬ用,ＭＳＤ,,先発品,,"44,135",,
注射薬,6399421A1020,トシリズマブ（遺伝子組換え）,２００ｍｇ１０ｍＬ１瓶,,,アクテムラ点滴静注用２００ｍｇ,中外製薬,,先発品,,"44,535",,
注射薬,6399421A2026,トシリズマブ（遺伝子組換え）,８０ｍｇ４ｍＬ１瓶,,,アクテムラ点滴静注用８０ｍｇ,中外製薬,,先発品,,"18,076",,
注射薬,6399421A3022,トシリズマブ（遺伝子組換え）,４００ｍｇ２０ｍＬ１瓶,,,アクテムラ点滴静注用４００ｍｇ,中外製薬,,先発品,,"88,094",,
注射薬,6399421G1022,トシリズマブ（遺伝子組換え）,１６２ｍｇ０．９ｍＬ１筒,,,アクテムラ皮下注１６２ｍｇシリンジ,中外製薬,,先発品,,"38,056",,H25.5.24収載
注射薬,6399421G2029,トシリズマブ（遺伝子組換え）,１６２ｍｇ０．９ｍＬ１キット,,,アクテムラ皮下注１６２ｍｇオートインジェクター,中外製薬,,先発品,,"38,200",,H25.5.24収載
注射薬,6399422G1027,インターフェロンベータ－１ａ（遺伝子組換え）,３０μｇ０．５ｍＬ１筒,,,アボネックス筋注用シリンジ３０μｇ,バイオジェン・アイデック・ジャパン,,先発品,,"39,096",,
注射薬,6399423F1026,抗ヒト胸腺細胞ウサギ免疫グロブリン,２５ｍｇ１瓶,,,サイモグロブリン点滴静注用２５ｍｇ,サノフィ,,先発品,,"39,419",,
注射薬,6399424A1023,エクリズマブ（遺伝子組換え）,３００ｍｇ３０ｍＬ１瓶,,,ソリリス点滴静注３００ｍｇ,アレクシオンファーマ,,先発品,,"577,229",,
注射薬,6399500D2037,ヒスタミン加人免疫グロブリン（乾燥）,（人免疫グロブリン１２ｍｇヒスタミン二塩酸塩０．１５μｇ）１瓶（溶解液付）,,,ヒスタグロビン皮下注用,化学及血清療法研究所,,,,706,,
注射薬,6419400D1037,ペンタミジンイセチオン酸塩,３００ｍｇ１瓶,,,ベナンバックス注用３００ｍｇ,サノフィ,,先発品,,"7,702",,
注射薬,6419500A1020,スルファメトキサゾール・トリメトプリム,５ｍＬ１管,,,バクトラミン注,中外製薬,,先発品,,580,,
注射薬,7131400A1017,注射用水,５ｍＬ１管,局,,注射用水,,,,,58,,
注射薬,7131400A1041,注射用水,５ｍＬ１管,局,※,注射用水（ニプロファーマ）,ニプロファーマ,,,,61,,
注射薬,7131400A1106,注射用水,５ｍＬ１管,局,,注射用水「フソー」,扶桑薬品工業,,,,61,,
注射薬,7131400A2013,注射用水,２０ｍＬ１管,局,,注射用水,,,,,61,,
注射薬,7131400A4016,注射用水,１００ｍＬ１瓶,局,,注射用水,,,,,113,,
注射薬,7131400A5012,注射用水,５００ｍＬ１瓶,局,,注射用水,,,,,162,,
注射薬,7131400A6019,注射用水,１Ｌ１瓶,局,,注射用水,,,,,215,,
注射薬,7131400A8011,注射用水,５０ｍＬ１瓶,局,,注射用水,,,,,81,H25.3.31まで,
注射薬,7131400A9018,注射用水,１ｍＬ１管,局,,注射用水,,,,,58,,
注射薬,7131400H1015,注射用水,２ｍＬ１管,局,,注射用水,,,,,58,,
注射薬,7131400H2011,注射用水,５００ｍＬ１袋,局,,注射用水,,,,,162,,
注射薬,7211400A1010,アミドトリゾ酸メグルミン,２０ｍＬ１管,,,アミドトリゾ酸メグルミン２０ｍＬ注射液,,,,,716,H25.3.31まで,
注射薬,7211400A2016,アミドトリゾ酸メグルミン,５０ｍＬ１瓶,,,アミドトリゾ酸メグルミン５０ｍＬ注射液,,,,,"1,650",H25.3.31まで,
注射薬,7211400A3012,アミドトリゾ酸メグルミン,１００ｍＬ１瓶,,,アミドトリゾ酸メグルミン１００ｍＬ注射液,,,,,"3,209",H25.3.31まで,
注射薬,7211401A1014,イオタラム酸ナトリウム,６６．８％２０ｍＬ１管,局,,イオタラム酸ナトリウム注射液,,,,,722,,
注射薬,7211401A2010,イオタラム酸ナトリウム,８０％２０ｍＬ１管,局,,イオタラム酸ナトリウム注射液,,,,,934,H25.3.31まで,
注射薬,7211402A1019,イオタラム酸メグルミン,３０％２２０ｍＬ１瓶,局,,イオタラム酸メグルミン注射液,,,,,"2,320",,
注射薬,7211402A2015,イオタラム酸メグルミン,６０％２０ｍＬ１管,局,,イオタラム酸メグルミン注射液,,,,,448,,
注射薬,7211402A3011,イオタラム酸メグルミン,６０％５０ｍＬ１瓶,局,,イオタラム酸メグルミン注射液,,,,,948,,
注射薬,7211402A4018,イオタラム酸メグルミン,６０％１００ｍＬ１瓶,局,,イオタラム酸メグルミン注射液,,,,,"1,715",,
注射薬,7211404X1037,ヨード化ケシ油脂肪酸エチルエステル,１０ｍＬ１管,,,リピオドール４８０注１０ｍＬ,ゲルベ・ジャパン,,,,"4,864",,
注射薬,7214400A1011,アミドトリゾ酸ナトリウムメグルミン,５８％２５ｍＬ１管,局,,アミドトリゾ酸ナトリウムメグルミン注射液,,,,,750,H25.3.31まで,
注射薬,7214400A2018,アミドトリゾ酸ナトリウムメグルミン,６０％２０ｍＬ１管,局,,アミドトリゾ酸ナトリウムメグルミン注射液,,,,,514,,
注射薬,7214400A5017,アミドトリゾ酸ナトリウムメグルミン,６０％１００ｍＬ１瓶,局,,アミドトリゾ酸ナトリウムメグルミン注射液,,,,,"2,544",,
注射薬,7214400A6013,アミドトリゾ酸ナトリウムメグルミン,７６％２０ｍＬ１管,局,,アミドトリゾ酸ナトリウムメグルミン注射液,,,,,683,,
注射薬,7214400A9012,アミドトリゾ酸ナトリウムメグルミン,７６％１００ｍＬ１瓶,局,,アミドトリゾ酸ナトリウムメグルミン注射液,,,,,"3,499",H25.3.31まで,
注射薬,7219403A1038,イオトロクス酸メグルミン,１０．５５％１００ｍＬ１瓶,,,ビリスコピン点滴静注５０,バイエル薬品,,先発品,,"2,512",,
注射薬,7219412A2041,イオパミドール,６１．２４％５０ｍＬ１瓶,,,バイステージ注３００,テバ製薬,後発品,,,"2,524",,
注射薬,7219412A2068,イオパミドール,６１．２４％５０ｍＬ１瓶,,,イオパミロン注３００,バイエル薬品,,先発品,○,"4,442",,
注射薬,7219412A2076,イオパミドール,６１．２４％５０ｍＬ１瓶,,,オイパロミン３００注５０ｍＬ,富士製薬工業,後発品,,,"2,524",,
注射薬,7219412A2084,イオパミドール,６１．２４％５０ｍＬ１瓶,,,モイオパミン３００注５０ｍＬ,光製薬,後発品,,,"3,143",H26.3.31まで,
注射薬,7219412A2092,イオパミドール,６１．２４％５０ｍＬ１瓶,,,イオパミドール３００注５０ｍＬ「ＨＫ」,光製薬,後発品,,,"3,143",,H25.6.21収載
注射薬,7219412A3048,イオパミドール,６１．２４％１００ｍＬ１瓶,,,バイステージ注３００,テバ製薬,後発品,,,"3,980",,
注射薬,7219412A3072,イオパミドール,６１．２４％１００ｍＬ１瓶,,,イオパミロン注３００,バイエル薬品,,先発品,○,"8,483",,
注射薬,7219412A3080,イオパミドール,６１．２４％１００ｍＬ１瓶,,,オイパロミン３００注１００ｍＬ,富士製薬工業,後発品,,,"4,833",,
注射薬,7219412A3099,イオパミドール,６１．２４％１００ｍＬ１瓶,,,モイオパミン３００注１００ｍＬ,光製薬,後発品,,,"4,548",H26.3.31まで,
注射薬,7219412A3102,イオパミドール,６１．２４％１００ｍＬ１瓶,,,イオパミドール３００注１００ｍＬ「ＨＫ」,光製薬,後発品,,,"4,548",,H25.6.21収載
注射薬,7219412A5040,イオパミドール,７５．５２％５０ｍＬ１瓶,,,バイステージ注３７０,テバ製薬,後発品,,,"2,841",,
注射薬,7219412A5067,イオパミドール,７５．５２％５０ｍＬ１瓶,,,イオパミロン注３７０,バイエル薬品,,先発品,○,"4,874",,
注射薬,7219412A5075,イオパミドール,７５．５２％５０ｍＬ１瓶,,,オイパロミン３７０注５０ｍＬ,富士製薬工業,後発品,,,"2,586",,
注射薬,7219412A5083,イオパミドール,７５．５２％５０ｍＬ１瓶,,,モイオパミン３７０注５０ｍＬ,光製薬,後発品,,,"3,477",H26.3.31まで,
注射薬,7219412A5091,イオパミドール,７５．５２％５０ｍＬ１瓶,,,イオパミドール３７０注５０ｍＬ「ＨＫ」,光製薬,後発品,,,"3,477",,H25.6.21収載
注射薬,7219412A6047,イオパミドール,７５．５２％１００ｍＬ１瓶,,,バイステージ注３７０,テバ製薬,後発品,,,"3,980",,
注射薬,7219412A6071,イオパミドール,７５．５２％１００ｍＬ１瓶,,,イオパミロン注３７０,バイエル薬品,,先発品,○,"9,017",,
注射薬,7219412A6080,イオパミドール,７５．５２％１００ｍＬ１瓶,,,オイパロミン３７０注１００ｍＬ,富士製薬工業,後発品,,,"5,073",,
注射薬,7219412A6098,イオパミドール,７５．５２％１００ｍＬ１瓶,,,モイオパミン３７０注１００ｍＬ,光製薬,後発品,,,"5,817",H26.3.31まで,
注射薬,7219412A6101,イオパミドール,７５．５２％１００ｍＬ１瓶,,,イオパミドール３７０注１００ｍＬ「ＨＫ」,光製薬,後発品,,,"5,817",,H25.6.21収載
注射薬,7219412A7043,イオパミドール,３０．６２％５０ｍＬ１瓶,,,イオパミロン注１５０,バイエル薬品,,先発品,○,"2,650",,
注射薬,7219412A7051,イオパミドール,３０．６２％５０ｍＬ１瓶,,,バイステージ注１５０,テバ製薬,後発品,,,"1,393",,
注射薬,7219412A7060,イオパミドール,３０．６２％５０ｍＬ１瓶,,,オイパロミン１５０注５０ｍＬ,富士製薬工業,後発品,,,"1,393",,
注射薬,7219412A8040,イオパミドール,３０．６２％２００ｍＬ１瓶,,,イオパミロン注１５０,バイエル薬品,,先発品,○,"9,284",,
注射薬,7219412A8058,イオパミドール,３０．６２％２００ｍＬ１瓶,,,バイステージ注１５０,テバ製薬,後発品,,,"3,738",,
注射薬,7219412A8066,イオパミドール,３０．６２％２００ｍＬ１瓶,,,オイパロミン１５０注２００ｍＬ,富士製薬工業,後発品,,,"5,154",,
注射薬,7219412A9054,イオパミドール,６１．２４％２０ｍＬ１瓶,,,イオパミロン注３００,バイエル薬品,,先発品,○,"2,081",,
注射薬,7219412A9062,イオパミドール,６１．２４％２０ｍＬ１瓶,,,バイステージ注３００,テバ製薬,後発品,,,"1,273",,
注射薬,7219412A9070,イオパミドール,６１．２４％２０ｍＬ１瓶,,,オイパロミン３００注２０ｍＬ,富士製薬工業,後発品,,,"1,177",,
注射薬,7219412A9089,イオパミドール,６１．２４％２０ｍＬ１瓶,,,モイオパミン３００注２０ｍＬ,光製薬,後発品,,,"1,761",H26.3.31まで,
注射薬,7219412A9097,イオパミドール,６１．２４％２０ｍＬ１瓶,,,イオパミドール３００注２０ｍＬ「ＨＫ」,光製薬,後発品,,,"1,761",,H25.12.13収載
注射薬,7219412G1030,イオパミドール,６１．２４％１００ｍＬ１筒,,,イオパミロン注３００シリンジ,バイエル薬品,,先発品,○,"8,801",,
注射薬,7219412G1048,イオパミドール,６１．２４％１００ｍＬ１筒,,,オイパロミン３００注シリンジ１００ｍＬ,富士製薬工業,後発品,,,"5,235",,
注射薬,7219412G1056,イオパミドール,６１．２４％１００ｍＬ１筒,,,モイオパミン注３００シリンジ,光製薬,後発品,,,"4,548",H26.3.31まで,
注射薬,7219412G1064,イオパミドール,６１．２４％１００ｍＬ１筒,,,イオパミドール３００注シリンジ１００ｍＬ「ＨＫ」,光製薬,後発品,,,"4,548",,H25.12.13収載
注射薬,7219412G2052,イオパミドール,６１．２４％５０ｍＬ１筒,,,イオパミロン注３００シリンジ,バイエル薬品,,先発品,○,"4,809",,
注射薬,7219412G2060,イオパミドール,６１．２４％５０ｍＬ１筒,,,オイパロミン３００注シリンジ５０ｍＬ,富士製薬工業,後発品,,,"3,104",,
注射薬,7219412G2079,イオパミドール,６１．２４％５０ｍＬ１筒,,,モイオパミン注３００シリンジ,光製薬,後発品,,,"3,375",H26.3.31まで,
注射薬,7219412G2087,イオパミドール,６１．２４％５０ｍＬ１筒,,,バイステージ注３００シリンジ５０ｍＬ,テバ製薬,後発品,,,"2,803",,
注射薬,7219412G2095,イオパミドール,６１．２４％５０ｍＬ１筒,,,イオパミドール３００注シリンジ５０ｍＬ「ＨＫ」,光製薬,後発品,,,"3,375",,H25.12.13収載
注射薬,7219412G3032,イオパミドール,６１．２４％１００ｍＬ１筒,,,バイステージ注３００,テバ製薬,後発品,,,"5,235",,
注射薬,7219412G5043,イオパミドール,７５．５２％１００ｍＬ１筒,,,バイステージ注３７０シリンジ１００ｍＬ,テバ製薬,後発品,,,"5,065",,
注射薬,7219412G6031,イオパミドール,６１．２４％８０ｍＬ１筒,,,イオパミロン注３００シリンジ,バイエル薬品,,先発品,○,"7,161",,
注射薬,7219412G6040,イオパミドール,６１．２４％８０ｍＬ１筒,,,オイパロミン３００注シリンジ８０ｍＬ,富士製薬工業,後発品,,,"4,326",,
注射薬,7219412G6058,イオパミドール,６１．２４％８０ｍＬ１筒,,,バイステージ注３００シリンジ８０ｍＬ,テバ製薬,後発品,,,"3,996",,
注射薬,7219412G6066,イオパミドール,６１．２４％８０ｍＬ１筒,,,モイオパミン注３００シリンジ,光製薬,後発品,,,"4,326",H26.3.31まで,
注射薬,7219412G6074,イオパミドール,６１．２４％８０ｍＬ１筒,,,イオパミドール３００注シリンジ８０ｍＬ「ＨＫ」,光製薬,後発品,,,"4,326",,H25.12.13収載
注射薬,7219412G7038,イオパミドール,７５．５２％１００ｍＬ１筒,,,イオパミロン注３７０シリンジ,バイエル薬品,,先発品,○,"10,166",,
注射薬,7219412G7046,イオパミドール,７５．５２％１００ｍＬ１筒,,,オイパロミン３７０注シリンジ１００ｍＬ,富士製薬工業,後発品,,,"5,973",,
注射薬,7219412G7054,イオパミドール,７５．５２％１００ｍＬ１筒,,,モイオパミン注３７０シリンジ,光製薬,後発品,,,"5,973",H26.3.31まで,
注射薬,7219412G7062,イオパミドール,７５．５２％１００ｍＬ１筒,,,イオパミドール３７０注シリンジ１００ｍＬ「ＨＫ」,光製薬,後発品,,,"5,973",,H25.6.21収載
注射薬,7219412G9030,イオパミドール,７５．５２％８０ｍＬ１筒,,,イオパミロン注３７０シリンジ,バイエル薬品,,先発品,○,"7,832",,
注射薬,7219412G9057,イオパミドール,７５．５２％８０ｍＬ１筒,,,オイパロミン３７０注シリンジ８０ｍＬ,富士製薬工業,後発品,,,"4,562",,
注射薬,7219412G9065,イオパミドール,７５．５２％８０ｍＬ１筒,,,バイステージ注３７０シリンジ８０ｍＬ,テバ製薬,後発品,,,"4,244",,
注射薬,7219412G9073,イオパミドール,７５．５２％８０ｍＬ１筒,,,モイオパミン注３７０シリンジ,光製薬,後発品,,,"4,562",H26.3.31まで,
注射薬,7219412G9081,イオパミドール,７５．５２％８０ｍＬ１筒,,,イオパミドール３７０注シリンジ８０ｍＬ「ＨＫ」,光製薬,後発品,,,"4,562",,H25.6.21収載
注射薬,7219412H1051,イオパミドール,７５．５２％２０ｍＬ１瓶,,,イオパミロン注３７０,バイエル薬品,,先発品,○,"2,397",,
注射薬,7219412H1060,イオパミドール,７５．５２％２０ｍＬ１瓶,,,バイステージ注３７０,テバ製薬,後発品,,,"1,761",,
注射薬,7219412H1078,イオパミドール,７５．５２％２０ｍＬ１瓶,,,オイパロミン３７０注２０ｍＬ,富士製薬工業,後発品,,,"1,224",,
注射薬,7219412H1086,イオパミドール,７５．５２％２０ｍＬ１瓶,,,モイオパミン３７０注２０ｍＬ,光製薬,後発品,,,"1,761",H26.3.31まで,
注射薬,7219412H1094,イオパミドール,７５．５２％２０ｍＬ１瓶,,,イオパミドール３７０注２０ｍＬ「ＨＫ」,光製薬,後発品,,,"1,761",,H25.6.21収載
注射薬,7219412H2031,イオパミドール,６１．２４％１００ｍＬ１袋,,,モイオパミン注３００,光製薬,後発品,,,"4,548",H25.3.31まで,
注射薬,7219412H3038,イオパミドール,６１．２４％５０ｍＬ１袋,,,モイオパミン注３００,光製薬,後発品,,,"3,143",H25.3.31まで,
注射薬,7219412P1030,イオパミドール,７５．５２％５０ｍＬ１筒,,,イオパミロン注３７０シリンジ,バイエル薬品,,先発品,○,"5,369",,
注射薬,7219412P1048,イオパミドール,７５．５２％５０ｍＬ１筒,,,モイオパミン注３７０シリンジ,光製薬,後発品,,,"3,938",H26.3.31まで,
注射薬,7219412P1056,イオパミドール,７５．５２％５０ｍＬ１筒,,,バイステージ注３７０シリンジ５０ｍＬ,テバ製薬,後発品,,,"3,005",,
注射薬,7219412P1064,イオパミドール,７５．５２％５０ｍＬ１筒,,,オイパロミン３７０注シリンジ５０ｍＬ,富士製薬工業,後発品,,,"3,005",,
注射薬,7219412P1072,イオパミドール,７５．５２％５０ｍＬ１筒,,,イオパミドール３７０注シリンジ５０ｍＬ「ＨＫ」,光製薬,後発品,,,"3,938",,H25.6.21収載
注射薬,7219412P2028,イオパミドール,６１．２４％１５０ｍＬ１筒,,,オイパロミン３００注シリンジ１５０ｍＬ,富士製薬工業,後発品,,,"7,318",,H24.12.14収載
注射薬,7219412P3024,イオパミドール,７５．５２％６５ｍＬ１筒,,,イオパミロン注３７０シリンジ,バイエル薬品,,先発品,,"6,207",,H24.12.14収載
注射薬,7219413A1040,イオキサグル酸,５３．３３％２０ｍＬ１瓶,,,ヘキサブリックス３２０注２０ｍＬ,ゲルベ・ジャパン,,先発品,,"2,786",,
注射薬,7219413A2046,イオキサグル酸,５３．３３％５０ｍＬ１瓶,,,ヘキサブリックス３２０注５０ｍＬ,ゲルベ・ジャパン,,先発品,,"6,952",,
注射薬,7219413A3042,イオキサグル酸,５３．３３％１００ｍＬ１瓶,,,ヘキサブリックス３２０注１００ｍＬ,ゲルベ・ジャパン,,先発品,,"12,012",,
注射薬,7219414A2032,イオトロラン,６４．０８％１０ｍＬ１瓶,,,イソビスト注３００,バイエル薬品,,先発品,,"8,462",,
注射薬,7219414A3039,イオトロラン,５１．２６％１０ｍＬ１瓶,,,イソビスト注２４０,バイエル薬品,,先発品,,"6,544",,
注射薬,7219415A1030,イオヘキソール,３０．２０％５０ｍＬ１瓶,,,オムニパーク１４０注５０ｍＬ,第一三共,,先発品,○,"2,565",,
注射薬,7219415A1049,イオヘキソール,３０．２０％５０ｍＬ１瓶,,,イオベリン１４０注５０ｍＬ,テバ製薬,後発品,,,"1,372",,H24.6.22収載
注射薬,7219415A2037,イオヘキソール,３０．２０％２２０ｍＬ１瓶,,,オムニパーク１４０注２２０ｍＬ,第一三共,,先発品,○,"10,013",,
注射薬,7219415A2045,イオヘキソール,３０．２０％２２０ｍＬ１瓶,,,イオベリン１４０注２２０ｍＬ,テバ製薬,後発品,,,"6,038",,H24.6.22収載
注射薬,7219415A3033,イオヘキソール,３８．８２％１０ｍＬ１瓶,,,オムニパーク１８０注１０ｍＬ,第一三共,,先発品,○,799,,
注射薬,7219415A3041,イオヘキソール,３８．８２％１０ｍＬ１瓶,,,イオベリン１８０注１０ｍＬ,テバ製薬,後発品,,,353,,H24.6.22収載
注射薬,7219415A4030,イオヘキソール,５１．７７％１０ｍＬ１瓶,,,オムニパーク２４０注１０ｍＬ,第一三共,,先発品,○,"1,026",,
注射薬,7219415A4048,イオヘキソール,５１．７７％１０ｍＬ１瓶,,,イオベリン２４０注１０ｍＬ,テバ製薬,後発品,,,471,,H24.6.22収載
注射薬,7219415A5036,イオヘキソール,５１．７７％２０ｍＬ１瓶,,,オムニパーク２４０注２０ｍＬ,第一三共,,先発品,○,"1,847",,
注射薬,7219415A5044,イオヘキソール,５１．７７％２０ｍＬ１瓶,,,イオベリン２４０注２０ｍＬ,テバ製薬,後発品,,,941,,H24.6.22収載
注射薬,7219415A6032,イオヘキソール,５１．７７％５０ｍＬ１瓶,,,オムニパーク２４０注５０ｍＬ,第一三共,,先発品,○,"4,104",,
注射薬,7219415A6040,イオヘキソール,５１．７７％５０ｍＬ１瓶,,,イオベリン２４０注５０ｍＬ,テバ製薬,後発品,,,"2,353",,H24.6.22収載
注射薬,7219415A7039,イオヘキソール,５１．７７％１００ｍＬ１瓶,,,オムニパーク２４０注１００ｍＬ,第一三共,,先発品,○,"7,507",,
注射薬,7219415A7047,イオヘキソール,５１．７７％１００ｍＬ１瓶,,,イオベリン２４０注１００ｍＬ,テバ製薬,後発品,,,"4,705",,H24.6.22収載
注射薬,7219415A8035,イオヘキソール,６４．７１％１０ｍＬ１瓶,,,イオベリン注３００,テバ製薬,後発品,,,796,H26.3.31まで,
注射薬,7219415A8043,イオヘキソール,６４．７１％１０ｍＬ１瓶,,,オムニパーク３００注１０ｍＬ,第一三共,,先発品,○,"1,284",,
注射薬,7219415A8051,イオヘキソール,６４．７１％１０ｍＬ１瓶,,,イオヘキソール３００注１０ｍＬ「ＨＫ」,光製薬,後発品,,,699,,
注射薬,7219415A8060,イオヘキソール,６４．７１％１０ｍＬ１瓶,,,イオパーク３００注１０ｍＬ,富士製薬工業,後発品,,,865,,
注射薬,7219415A8078,イオヘキソール,６４．７１％１０ｍＬ１瓶,,,イオベリン３００注１０ｍＬ,テバ製薬,後発品,,,796,,H25.12.13収載
注射薬,7219415A9040,イオヘキソール,６４．７１％２０ｍＬ１瓶,,,イオベリン注３００,テバ製薬,後発品,,,"1,289",H26.3.31まで,
注射薬,7219415A9058,イオヘキソール,６４．７１％２０ｍＬ１瓶,,,イオパーク３００注２０ｍＬ,富士製薬工業,後発品,,,"1,535",,
注射薬,7219415A9066,イオヘキソール,６４．７１％２０ｍＬ１瓶,,,オムニパーク３００注２０ｍＬ,第一三共,,先発品,○,"2,141",,
注射薬,7219415A9074,イオヘキソール,６４．７１％２０ｍＬ１瓶,,,イオヘキソール３００注２０ｍＬ「ＨＫ」,光製薬,後発品,,,"1,289",,
注射薬,7219415A9082,イオヘキソール,６４．７１％２０ｍＬ１瓶,,,イオベリン３００注２０ｍＬ,テバ製薬,後発品,,,"1,289",,H25.12.13収載
注射薬,7219415G1041,イオヘキソール,５１．７７％１００ｍＬ１筒,,,イオパーク２４０注シリンジ１００ｍＬ,富士製薬工業,後発品,,,"5,975",,
注射薬,7219415G1050,イオヘキソール,５１．７７％１００ｍＬ１筒,,,オムニパーク２４０注シリンジ１００ｍＬ,第一三共,,先発品,○,"7,563",,
注射薬,7219415G1068,イオヘキソール,５１．７７％１００ｍＬ１筒,,,イオベリン２４０注シリンジ１００ｍＬ,テバ製薬,後発品,,,"4,917",,H24.6.22収載
注射薬,7219415G2048,イオヘキソール,６４．７１％５０ｍＬ１筒,,,イオベリンシリンジ３００,テバ製薬,後発品,,,"3,640",,
注射薬,7219415G2056,イオヘキソール,６４．７１％５０ｍＬ１筒,,,イオパーク３００注シリンジ５０ｍＬ,富士製薬工業,後発品,,,"4,015",,
注射薬,7219415G2064,イオヘキソール,６４．７１％５０ｍＬ１筒,,,オムニパーク３００注シリンジ５０ｍＬ,第一三共,,先発品,○,"5,038",,
注射薬,7219415G2072,イオヘキソール,６４．７１％５０ｍＬ１筒,,,イオソール注３００シリンジ５０ｍＬ,東和薬品,後発品,,,"2,845",,
注射薬,7219415G2080,イオヘキソール,６４．７１％５０ｍＬ１筒,,,イオヘキソール３００注シリンジ５０ｍＬ「ＨＫ」,光製薬,後発品,,,"3,256",,
注射薬,7219415G3036,イオヘキソール,６４．７１％１００ｍＬ１筒,,,イオベリンシリンジ３００,テバ製薬,後発品,,,"5,505",,
注射薬,7219415G3052,イオヘキソール,６４．７１％１００ｍＬ１筒,,,モイオパーク３００シリンジ,大正薬品工業,後発品,,,"4,564",H26.3.31まで,
注射薬,7219415G3087,イオヘキソール,６４．７１％１００ｍＬ１筒,,,イオパーク３００注シリンジ１００ｍＬ,富士製薬工業,後発品,,,"6,814",,
注射薬,7219415G3095,イオヘキソール,６４．７１％１００ｍＬ１筒,,,イオヘキソール注３００シリンジ「ＨＫ」,光製薬,後発品,,,"4,564",H26.3.31まで,
注射薬,7219415G3109,イオヘキソール,６４．７１％１００ｍＬ１筒,,,イオソール注３００シリンジ１００ｍＬ,東和薬品,後発品,,,"5,138",,
注射薬,7219415G3117,イオヘキソール,６４．７１％１００ｍＬ１筒,,,オムニパーク３００注シリンジ１００ｍＬ,第一三共,,先発品,○,"9,099",,
注射薬,7219415G3125,イオヘキソール,６４．７１％１００ｍＬ１筒,,,イオヘキソール３００注シリンジ１００ｍＬ「ＨＫ」,光製薬,後発品,,,"4,564",,H25.6.21収載
注射薬,7219415G4040,イオヘキソール,６４．７１％８０ｍＬ１筒,,,イオベリンシリンジ３００,テバ製薬,後発品,,,"5,246",,
注射薬,7219415G4059,イオヘキソール,６４．７１％８０ｍＬ１筒,,,イオパーク３００注シリンジ８０ｍＬ,富士製薬工業,後発品,,,"5,933",,
注射薬,7219415G4067,イオヘキソール,６４．７１％８０ｍＬ１筒,,,オムニパーク３００注シリンジ８０ｍＬ,第一三共,,先発品,○,"7,565",,
注射薬,7219415G4075,イオヘキソール,６４．７１％８０ｍＬ１筒,,,イオソール注３００シリンジ８０ｍＬ,東和薬品,後発品,,,"4,276",,
注射薬,7219415G4083,イオヘキソール,６４．７１％８０ｍＬ１筒,,,イオヘキソール３００注シリンジ８０ｍＬ「ＨＫ」,光製薬,後発品,,,"4,276",,
注射薬,7219415G5039,イオヘキソール,７５．４９％１００ｍＬ１筒,,,イオベリンシリンジ３５０,テバ製薬,後発品,,,"5,819",,
注射薬,7219415G5055,イオヘキソール,７５．４９％１００ｍＬ１筒,,,イオパーク３５０注シリンジ１００ｍＬ,富士製薬工業,後発品,,,"7,430",,
