区分,薬価基準収載医薬品コード,成分名,規格,品名,,,メーカー名,診療報酬において加算等の算定対象となる後発医薬品,薬価,経過措置による使用期限,備考
外用薬,2649719S1177,インドメタシン,１０ｃｍ×１４ｃｍ１枚,,,インドメタシンパップ「ＹＤ」,陽進堂,後発品,14.10,H22.6.30まで,
外用薬,2649719S1185,インドメタシン,１０ｃｍ×１４ｃｍ１枚,,,カトレップパップ７０ｍｇ,帝國製薬,,28.30,,
外用薬,2649719S1193,インドメタシン,１０ｃｍ×１４ｃｍ１枚,,,イドメシンコーワパップ７０ｍｇ,興和,,20.80,,
外用薬,2649719S1207,インドメタシン,１０ｃｍ×１４ｃｍ１枚,,,ハップスターＩＤ７０ｍｇ,大石膏盛堂,,13.80,,
外用薬,2649719S1215,インドメタシン,１０ｃｍ×１４ｃｍ１枚,,,アコニップパップ７０ｍｇ,テイカ製薬,,12.70,,
外用薬,2649719S1223,インドメタシン,１０ｃｍ×１４ｃｍ１枚,,,インサイドパップ７０ｍｇ,久光製薬,,19.90,,
外用薬,2649719S1231,インドメタシン,１０ｃｍ×１４ｃｍ１枚,,,インテナシンパップ７０ｍｇ,原沢製薬工業,後発品,13.60,,
外用薬,2649719S1240,インドメタシン,１０ｃｍ×１４ｃｍ１枚,,,インテナースパップ７０ｍｇ,東光薬品工業,,13.10,,
外用薬,2649719S1258,インドメタシン,１０ｃｍ×１４ｃｍ１枚,,,インドメタシンパップ７０ｍｇ「日医工」,日医工,後発品,13.60,,
外用薬,2649719S1266,インドメタシン,１０ｃｍ×１４ｃｍ１枚,,,ゼムパックパップ７０,救急薬品工業,,13.40,,
外用薬,2649719S1274,インドメタシン,１０ｃｍ×１４ｃｍ１枚,,,セラスターテープ７０,救急薬品工業,後発品,23.20,,
外用薬,2649719S1282,インドメタシン,１０ｃｍ×１４ｃｍ１枚,,,トラップオンパップ７０ｍｇ,ビオメディクス,後発品,13.60,,
外用薬,2649719S1290,インドメタシン,１０ｃｍ×１４ｃｍ１枚,,,ラクティオンパップ７０ｍｇ,テイカ製薬,,19.90,,
外用薬,2649719S1304,インドメタシン,１０ｃｍ×１４ｃｍ１枚,,,インドメタシンパップ７０ｍｇ「ＹＤ」,陽進堂,後発品,14.10,,
外用薬,2649719S1312,インドメタシン,１０ｃｍ×１４ｃｍ１枚,,,コリフメシンパップ７０ｍｇ,東和製薬：和歌山,,14.10,,
外用薬,2649719S1320,インドメタシン,１０ｃｍ×１４ｃｍ１枚,,,テンポラルパップ７０ｍｇ,昭和薬品化工,後発品,14.60,,
外用薬,2649719S1339,インドメタシン,１０ｃｍ×１４ｃｍ１枚,,,インドメタシンパップ７０ｍｇ「三友」,三友薬品,後発品,13.20,,
外用薬,2649719S1347,インドメタシン,１０ｃｍ×１４ｃｍ１枚,,,カトレップテープ７０ｍｇ,帝國製薬,,28.30,,H22.11.19収載
外用薬,2649719S2033,インドメタシン,７ｃｍ×１０ｃｍ１枚,,,プロアリシンテープ３５ｍｇ,前田薬品工業,後発品,13.20,,
外用薬,2649719S2041,インドメタシン,７ｃｍ×１０ｃｍ１枚,,,カトレップテープ３５ｍｇ,帝國製薬,,17.40,,H22.11.19収載
外用薬,2649720M1049,グリチルレチン酸,１％１ｇ,,,デルマクリンＡ軟膏１％,摩耶堂製薬,,15.50,,
外用薬,2649720N1028,グリチルレチン酸,１％１ｇ,,,デルマクリンクリーム１％,摩耶堂製薬,,15.50,,
外用薬,2649720N2024,グリチルレチン酸,２％１ｇ,,,ハイデルマートクリーム２％,摩耶堂製薬,,17.30,,
外用薬,2649722M1048,クロタミトン,１０％１０ｇ,,,クロタミトン軟膏１０％「タイヨー」,大洋薬品工業,,35.80,H22.6.30まで,
外用薬,2649722N1027,クロタミトン,１０％１０ｇ,,,オイラックスクリーム１０％,ノバルティス　ファーマ,,36.70,,
外用薬,2649722N1035,クロタミトン,１０％１０ｇ,,,クロタミトンクリーム１０％「タイヨー」,大洋薬品工業,,35.80,,
外用薬,2649724M1039,ビタミンＡ油,５，０００単位１ｇ,,,ザーネ軟膏０．５％,サンノーバ,,3.70,,
外用薬,2649725M1041,ブフェキサマク,５％１ｇ,局,,エンチマック軟膏,大洋薬品工業,後発品,9.30,H22.6.30まで,
外用薬,2649725M1122,ブフェキサマク,５％１ｇ,局,,ヒフマック軟膏,新生薬品工業,後発品,7.40,H23.3.31まで,
外用薬,2649725M1130,ブフェキサマク,５％１ｇ,局,,サリベドール軟膏５％,マイラン製薬,後発品,13.50,H23.3.31まで,
外用薬,2649725M1149,ブフェキサマク,５％１ｇ,局,,アンダーム軟膏５％,帝國製薬,,22.10,H23.3.31まで,
外用薬,2649725M1157,ブフェキサマク,５％１ｇ,局,,アンホリル軟膏５％,岩城製薬,後発品,7.50,H23.3.31まで,
外用薬,2649725M1165,ブフェキサマク,５％１ｇ,局,,デルキサム軟膏５％,小林化工,後発品,9.90,H23.3.31まで,
外用薬,2649725M1173,ブフェキサマク,５％１ｇ,局,,ルブラゾン軟膏５％,池田薬品工業,後発品,11.70,H23.3.31まで,
外用薬,2649725M1181,ブフェキサマク,５％１ｇ,局,,エンチマック軟膏５％,大洋薬品工業,後発品,9.30,H23.3.31まで,
外用薬,2649725N1047,ブフェキサマク,５％１ｇ,局,,エンチマッククリーム,大洋薬品工業,後発品,9.30,H22.6.30まで,
外用薬,2649725N1063,ブフェキサマク,５％１ｇ,局,,サリベドールクリーム,マイラン製薬,後発品,13.50,H22.6.30まで,
外用薬,2649725N1110,ブフェキサマク,５％１ｇ,局,,アンダームクリーム５％,帝國製薬,,22.10,H23.3.31まで,
外用薬,2649725N1128,ブフェキサマク,５％１ｇ,局,,アンホリルクリーム５％,岩城製薬,後発品,7.50,H23.3.31まで,
外用薬,2649725N1136,ブフェキサマク,５％１ｇ,局,,デルキサムクリーム５％,小林化工,後発品,9.40,H23.3.31まで,
外用薬,2649725N1144,ブフェキサマク,５％１ｇ,局,,ルブラゾンクリーム５％,池田薬品工業,後発品,11.70,H23.3.31まで,
外用薬,2649725N1152,ブフェキサマク,５％１ｇ,局,,エンチマッククリーム５％,大洋薬品工業,後発品,9.30,H23.3.31まで,
外用薬,2649725N1160,ブフェキサマク,５％１ｇ,局,,サリベドールクリーム５％,マイラン製薬,後発品,13.50,H23.3.31まで,
外用薬,2649726M1020,ベンダザック,３％１ｇ,,,ジベンザック軟膏３％,摩耶堂製薬,後発品,14.60,,
外用薬,2649726M1046,ベンダザック,３％１ｇ,,,ジルダザック軟膏３％,佐藤製薬,,28.30,,
外用薬,2649726M1062,ベンダザック,３％１ｇ,,,イワザック軟膏３％,岩城製薬,後発品,10.30,,
外用薬,2649726N1025,ベンダザック,３％１ｇ,,,ジベンザッククリーム３％,摩耶堂製薬,後発品,14.60,,
外用薬,2649727M1032,ウフェナマート,５％１ｇ,,,フエナゾール軟膏,アボットジャパン,,21.30,H22.6.30まで,
外用薬,2649727M1040,ウフェナマート,５％１ｇ,,,コンベック軟膏５％,田辺三菱製薬,,21.40,,
外用薬,2649727M1059,ウフェナマート,５％１ｇ,,,フエナゾール軟膏５％,アボットジャパン,,21.30,,
外用薬,2649727N1038,ウフェナマート,５％１ｇ,,,フエナゾールクリーム,アボットジャパン,,21.30,H22.6.30まで,
外用薬,2649727N1046,ウフェナマート,５％１ｇ,,,コンベッククリーム５％,田辺三菱製薬,,21.40,,
外用薬,2649727N1054,ウフェナマート,５％１ｇ,,,フエナゾールクリーム５％,アボットジャパン,,21.30,,
外用薬,2649728M1029,イブプロフェンピコノール,５％１ｇ,,,スタデルム軟膏,鳥居薬品,,20.90,H22.6.30まで,
外用薬,2649728M1053,イブプロフェンピコノール,５％１ｇ,,,イプロニン軟膏５％,辰巳化学,後発品,12.70,H23.3.31まで,
外用薬,2649728M1061,イブプロフェンピコノール,５％１ｇ,,,ベシカム軟膏５％,久光製薬,,20.90,,
外用薬,2649728M1070,イブプロフェンピコノール,５％１ｇ,,,スタデルム軟膏５％,鳥居薬品,,20.90,,
外用薬,2649728N1024,イブプロフェンピコノール,５％１ｇ,,,スタデルムクリーム,鳥居薬品,,20.90,H22.6.30まで,
外用薬,2649728N1059,イブプロフェンピコノール,５％１ｇ,,,イプロニンクリーム５％,辰巳化学,後発品,12.70,H23.3.31まで,
外用薬,2649728N1067,イブプロフェンピコノール,５％１ｇ,,,ベシカムクリーム５％,久光製薬,,20.90,,
外用薬,2649728N1075,イブプロフェンピコノール,５％１ｇ,,,スタデルムクリーム５％,鳥居薬品,,20.90,,
外用薬,2649729N1053,ケトプロフェン,３％１ｇ,,,セクタークリーム３％,久光製薬,,7.60,,
外用薬,2649729N1061,ケトプロフェン,３％１ｇ,,,エパテッククリーム３％,ゼリア新薬工業,,6.20,,
外用薬,2649729Q1041,ケトプロフェン,３％１ｇ,,,セクターゲル３％,久光製薬,,7.60,,
外用薬,2649729Q1050,ケトプロフェン,３％１ｇ,,,エパテックゲル３％,ゼリア新薬工業,,6.20,,
外用薬,2649729Q2030,ケトプロフェン,３％１ｍＬ,,,セクターローション３％,久光製薬,,7.60,,
外用薬,2649729Q3036,ケトプロフェン,３％１ｇ,,,エパテックローション３％,ゼリア新薬工業,,6.20,,
外用薬,2649729S1057,ケトプロフェン,１０ｃｍ×１４ｃｍ１枚,,,リフェロン,沢井製薬,後発品,17.10,H22.6.30まで,
外用薬,2649729S1073,ケトプロフェン,１０ｃｍ×１４ｃｍ１枚,,,ケトタックス,リンテック,後発品,12.10,H23.3.31まで,
外用薬,2649729S1090,ケトプロフェン,１０ｃｍ×１４ｃｍ１枚,,,ニックールＫ,日医工ファーマ,後発品,15.10,H22.6.30まで,
外用薬,2649729S1146,ケトプロフェン,１０ｃｍ×１４ｃｍ１枚,,,パッペンＫパップ３０ｍｇ,佐藤製薬,後発品,10.50,,
外用薬,2649729S1154,ケトプロフェン,１０ｃｍ×１４ｃｍ１枚,,,モーラスパップ３０ｍｇ,久光製薬,,25.50,,
外用薬,2649729S1162,ケトプロフェン,１０ｃｍ×１４ｃｍ１枚,,,ケトプロフェンパップ３０ｍｇ「ラクール」,三友薬品,後発品,12.80,,
外用薬,2649729S1170,ケトプロフェン,１０ｃｍ×１４ｃｍ１枚,,,タッチロンパップ３０,救急薬品工業,後発品,13.00,,
外用薬,2649729S1189,ケトプロフェン,１０ｃｍ×１４ｃｍ１枚,,,ミルタックスパップ３０ｍｇ,ニプロパッチ,,22.50,,
外用薬,2649729S1197,ケトプロフェン,１０ｃｍ×１４ｃｍ１枚,,,ケトプロフェンパップ３０ｍｇ「日医工」,日医工ファーマ,後発品,15.10,,
外用薬,2649729S1200,ケトプロフェン,１０ｃｍ×１４ｃｍ１枚,,,リフェロンテープ３０ｍｇ,沢井製薬,後発品,17.10,,
外用薬,2649729S2045,ケトプロフェン,７ｃｍ×１０ｃｍ１枚,,,ライラテープ,帝國製薬,後発品,15.50,H22.6.30まで,
外用薬,2649729S2053,ケトプロフェン,７ｃｍ×１０ｃｍ１枚,,,レイナノンテープ,シオノケミカル,後発品,15.00,H22.6.30まで,
外用薬,2649729S2118,ケトプロフェン,７ｃｍ×１０ｃｍ１枚,,,ケトタックステープ,東光薬品工業,後発品,9.80,H23.8.31まで,
外用薬,2649729S2126,ケトプロフェン,７ｃｍ×１０ｃｍ１枚,,,ケトプロフェンテープ２０ｍｇ「日医工」,日医工ファーマ,後発品,13.50,,
外用薬,2649729S2134,ケトプロフェン,７ｃｍ×１０ｃｍ１枚,,,タッチロンテープ２０,救急薬品工業,後発品,13.80,,
外用薬,2649729S2142,ケトプロフェン,７ｃｍ×１０ｃｍ１枚,,,パテルテープ２０,大石膏盛堂,後発品,14.00,,
外用薬,2649729S2150,ケトプロフェン,７ｃｍ×１０ｃｍ１枚,,,フレストルテープ２０ｍｇ,東和薬品,後発品,15.30,,
外用薬,2649729S2169,ケトプロフェン,７ｃｍ×１０ｃｍ１枚,,,モーラステープ２０ｍｇ,久光製薬,,31.90,,
外用薬,2649729S2177,ケトプロフェン,７ｃｍ×１０ｃｍ１枚,,,ロマールテープ２０,ビオメディクス,後発品,14.00,,
外用薬,2649729S2185,ケトプロフェン,７ｃｍ×１０ｃｍ１枚,,,ケトプロフェンテープ２０ｍｇ「ラクール」,三友薬品,後発品,9.80,,
外用薬,2649729S2193,ケトプロフェン,７ｃｍ×１０ｃｍ１枚,,,ライラテープ２０ｍｇ,帝國製薬,後発品,15.50,,
外用薬,2649729S2207,ケトプロフェン,７ｃｍ×１０ｃｍ１枚,,,レイナノンテープ２０ｍｇ,シオノケミカル,後発品,15.00,,
外用薬,2649729S2215,ケトプロフェン,７ｃｍ×１０ｃｍ１枚,,,ケトプロフェンテープ２０ｍｇ「東光」,東光薬品工業,後発品,9.80,,H22.11.19収載
外用薬,2649729S3033,ケトプロフェン,１０ｃｍ×１４ｃｍ１枚,,,ケトタックステープＬ,東光薬品工業,後発品,16.70,H23.8.31まで,
外用薬,2649729S3041,ケトプロフェン,１０ｃｍ×１４ｃｍ１枚,,,レイナノンテープＬ,シオノケミカル,後発品,20.80,H22.6.30まで,
外用薬,2649729S3050,ケトプロフェン,１０ｃｍ×１４ｃｍ１枚,,,タッチロンテープ４０,救急薬品工業,後発品,18.20,,
外用薬,2649729S3068,ケトプロフェン,１０ｃｍ×１４ｃｍ１枚,,,パテルテープ４０,大石膏盛堂,後発品,21.20,,
外用薬,2649729S3076,ケトプロフェン,１０ｃｍ×１４ｃｍ１枚,,,ライラテープ４０ｍｇ,帝國製薬,後発品,22.30,,
外用薬,2649729S3084,ケトプロフェン,１０ｃｍ×１４ｃｍ１枚,,,モーラステープＬ４０ｍｇ,久光製薬,,49.10,,
外用薬,2649729S3092,ケトプロフェン,１０ｃｍ×１４ｃｍ１枚,,,ケトプロフェンテープ４０ｍｇ「ラクール」,三友薬品,後発品,17.00,,
外用薬,2649729S3106,ケトプロフェン,１０ｃｍ×１４ｃｍ１枚,,,ロマールテープ４０,ビオメディクス,後発品,18.70,,
外用薬,2649729S3114,ケトプロフェン,１０ｃｍ×１４ｃｍ１枚,,,ケトプロフェンテープ４０ｍｇ「日医工」,日医工ファーマ,後発品,17.60,,
外用薬,2649729S3122,ケトプロフェン,１０ｃｍ×１４ｃｍ１枚,,,レイナノンテープ４０ｍｇ,シオノケミカル,後発品,20.80,,
外用薬,2649729S3130,ケトプロフェン,１０ｃｍ×１４ｃｍ１枚,,,フレストルテープ４０ｍｇ,東和薬品,後発品,22.00,,H22.5.28収載
外用薬,2649729S3149,ケトプロフェン,１０ｃｍ×１４ｃｍ１枚,,,ケトプロフェンテープ４０ｍｇ「東光」,東光薬品工業,後発品,16.70,,H22.11.19収載
外用薬,2649729S4030,ケトプロフェン,２０ｃｍ×１４ｃｍ１枚,,,モーラスパップ６０ｍｇ,久光製薬,,40.90,,
外用薬,2649729S4048,ケトプロフェン,２０ｃｍ×１４ｃｍ１枚,,,ケトプロフェンパップ６０ｍｇ「ラクール」,三友薬品,後発品,22.60,,
外用薬,2649729S4056,ケトプロフェン,２０ｃｍ×１４ｃｍ１枚,,,タッチロンパップ６０,救急薬品工業,後発品,22.60,,
外用薬,2649729S4064,ケトプロフェン,２０ｃｍ×１４ｃｍ１枚,,,パッペンＫパップ６０ｍｇ,佐藤製薬,後発品,18.50,,H23.6.24収載
外用薬,2649730M1034,ピロキシカム,０．５％１ｇ,,,フェルデン軟膏,ファイザー,,8.30,H22.6.30まで,
外用薬,2649730M1069,ピロキシカム,０．５％１ｇ,,,バキソ軟膏０．５％,富山化学工業,,8.30,,
外用薬,2649730M1077,ピロキシカム,０．５％１ｇ,,,フェルデン軟膏０．５％,ファイザー,,8.30,,
外用薬,2649731M1039,フェルビナク,３％１ｇ,,,スミルスチック,三笠製薬,後発品,8.50,H22.6.30まで,
外用薬,2649731M1063,フェルビナク,３％１ｇ,,,アスゼスチック３％,東光薬品工業,後発品,4.20,H24.3.31まで,
外用薬,2649731M1071,フェルビナク,３％１ｇ,,,ナパゲルン軟膏３％,ファイザー,,9.40,,
外用薬,2649731M1080,フェルビナク,３％１ｇ,,,スミルスチック３％,三笠製薬,後発品,8.50,,
外用薬,2649731N1034,フェルビナク,３％１ｇ,,,ナパゲルンクリーム３％,ファイザー,,9.40,,
外用薬,2649731Q1030,フェルビナク,３％１ｍＬ,,,スミルローション,三笠製薬,後発品,4.20,H22.6.30まで,
外用薬,2649731Q1057,フェルビナク,３％１ｍＬ,,,アスゼスローション３％,東光薬品工業,後発品,4.20,,
外用薬,2649731Q1065,フェルビナク,３％１ｍＬ,,,ナパゲルンローション３％,ファイザー,,9.40,,
外用薬,2649731Q1073,フェルビナク,３％１ｍＬ,,,スミルローション３％,三笠製薬,後発品,4.20,,
外用薬,2649731S1127,フェルビナク,１０ｃｍ×１４ｃｍ１枚,,,フレックステープ７０ｍｇ,久光製薬,後発品,16.40,,
外用薬,2649731S1135,フェルビナク,１０ｃｍ×１４ｃｍ１枚,,,アスゼスパップ７０ｍｇ,三友薬品,後発品,16.00,,
外用薬,2649731S1143,フェルビナク,１０ｃｍ×１４ｃｍ１枚,,,セルタッチパップ７０,帝國製薬,,25.20,,
外用薬,2649731S1151,フェルビナク,１０ｃｍ×１４ｃｍ１枚,,,ファルジーテープ７０ｍｇ,ニプロパッチ,後発品,16.40,,
外用薬,2649731S1160,フェルビナク,１０ｃｍ×１４ｃｍ１枚,,,フェルビスパップ７０ｍｇ,東光薬品工業,後発品,16.20,,
外用薬,2649731S1178,フェルビナク,１０ｃｍ×１４ｃｍ１枚,,,フェルビナクテープ７０ｍｇ「ＥＭＥＣ」,救急薬品工業,後発品,16.60,,
外用薬,2649731S1186,フェルビナク,１０ｃｍ×１４ｃｍ１枚,,,マルチネスパップ７０ｍｇ,大石膏盛堂,後発品,16.00,,
外用薬,2649731S1194,フェルビナク,１０ｃｍ×１４ｃｍ１枚,,,スミルテープ７０ｍｇ,三笠製薬,後発品,18.90,,
外用薬,2649731S1208,フェルビナク,１０ｃｍ×１４ｃｍ１枚,,,セブテットパップ７０ｍｇ,メディサ新薬,後発品,16.90,,
外用薬,2649731S1216,フェルビナク,１０ｃｍ×１４ｃｍ１枚,,,セルスポットパップ７０ｍｇ,大原薬品工業,後発品,14.40,,
外用薬,2649731S1224,フェルビナク,１０ｃｍ×１４ｃｍ１枚,,,フェルナビオンパップ７０,岡山大鵬薬品,後発品,16.20,,
外用薬,2649731S1232,フェルビナク,１０ｃｍ×１４ｃｍ１枚,,,セルタッチテープ７０,帝國製薬,,25.20,,H22.11.19収載
外用薬,2649731S1240,フェルビナク,１０ｃｍ×１４ｃｍ１枚,,,フェルナビオンテープ７０,岡山大鵬薬品,後発品,16.20,,H22.11.19収載
外用薬,2649731S2034,フェルビナク,７ｃｍ×１０ｃｍ１枚,,,スミルテープ３５ｍｇ,三笠製薬,後発品,11.50,,
外用薬,2649731S2042,フェルビナク,７ｃｍ×１０ｃｍ１枚,,,フェルナビオンテープ３５,岡山大鵬薬品,後発品,10.00,,
外用薬,2649731S2050,フェルビナク,７ｃｍ×１０ｃｍ１枚,,,ファルジーテープ３５ｍｇ,ニプロパッチ,後発品,10.10,,H22.5.28収載
外用薬,2649731S3022,フェルビナク,２０ｃｍ×１４ｃｍ１枚,,,セルタッチパップ１４０,帝國製薬,,41.00,,
外用薬,2649731S3030,フェルビナク,２０ｃｍ×１４ｃｍ１枚,,,アスゼスパップ１４０ｍｇ,三友薬品,後発品,26.00,,H22.5.28収載
外用薬,2649731S3049,フェルビナク,２０ｃｍ×１４ｃｍ１枚,,,フェルビスパップ１４０ｍｇ,東光薬品工業,後発品,26.40,,H22.5.28収載
外用薬,2649732S1059,フルルビプロフェン,１０ｃｍ×１４ｃｍ１枚,,,フルルバン,大協薬品工業,,19.50,H22.6.30まで,
外用薬,2649732S1130,フルルビプロフェン,１０ｃｍ×１４ｃｍ１枚,,,アドフィードパップ４０ｍｇ,リードケミカル,,20.90,,
外用薬,2649732S1148,フルルビプロフェン,１０ｃｍ×１４ｃｍ１枚,,,ファルケンテープ４０ｍｇ,祐徳薬品工業,後発品,14.70,,
外用薬,2649732S1156,フルルビプロフェン,１０ｃｍ×１４ｃｍ１枚,,,ステイバンパップ４０ｍｇ,トクホン,,23.10,,
外用薬,2649732S1164,フルルビプロフェン,１０ｃｍ×１４ｃｍ１枚,,,ゼポラスパップ４０ｍｇ,三笠製薬,,20.30,,
外用薬,2649732S1172,フルルビプロフェン,１０ｃｍ×１４ｃｍ１枚,,,フループテープ４０,救急薬品工業,後発品,15.20,,
外用薬,2649732S1180,フルルビプロフェン,１０ｃｍ×１４ｃｍ１枚,,,アンメタリンパップ４０ｍｇ,高田製薬,後発品,12.50,H23.3.31まで,
外用薬,2649732S1199,フルルビプロフェン,１０ｃｍ×１４ｃｍ１枚,,,フルルバンパップ４０ｍｇ,大協薬品工業,,19.50,,
外用薬,2649732S2039,フルルビプロフェン,１０ｃｍ×１４ｃｍ１枚,,,ヤクバン４０,トクホン,,22.60,H22.6.30まで,
外用薬,2649732S2047,フルルビプロフェン,１０ｃｍ×１４ｃｍ１枚,,,ゼポラステープ４０ｍｇ,三笠製薬,,20.30,,
外用薬,2649732S2055,フルルビプロフェン,１０ｃｍ×１４ｃｍ１枚,,,ヤクバンテープ４０ｍｇ,トクホン,,22.60,,
外用薬,2649732S3035,フルルビプロフェン,７ｃｍ×１０ｃｍ１枚,,,ヤクバン２０,トクホン,,14.30,H22.6.30まで,
外用薬,2649732S3043,フルルビプロフェン,７ｃｍ×１０ｃｍ１枚,,,ゼポラステープ２０ｍｇ,三笠製薬,,13.10,,
外用薬,2649732S3051,フルルビプロフェン,７ｃｍ×１０ｃｍ１枚,,,ヤクバンテープ２０ｍｇ,トクホン,,14.30,,
外用薬,2649732S3060,フルルビプロフェン,７ｃｍ×１０ｃｍ１枚,,,フループテープ２０,救急薬品工業,後発品,9.70,,H23.6.24収載
外用薬,2649732S4031,フルルビプロフェン,７ｃｍ×１０ｃｍ１枚,,,ファルケンテープ２０ｍｇ,祐徳薬品工業,後発品,9.40,,
外用薬,2649732S5020,フルルビプロフェン,２０ｃｍ×１４ｃｍ１枚,,,アドフィードパップ８０ｍｇ,リードケミカル,,33.30,,
外用薬,2649732S5038,フルルビプロフェン,２０ｃｍ×１４ｃｍ１枚,,,ゼポラスパップ８０ｍｇ,三笠製薬,,32.70,,
外用薬,2649732S6026,フルルビプロフェン,１５ｃｍ×１４ｃｍ１枚,,,ヤクバンテープ６０ｍｇ,トクホン,,29.50,,
外用薬,2649733M1020,スプロフェン,１％１ｇ,,,スルプロチン軟膏,大洋薬品工業,,23.00,H22.6.30まで,
外用薬,2649733M1070,スプロフェン,１％１ｇ,,,スレンダム軟膏１％,ポーラファルマ,,20.60,,
外用薬,2649733M1089,スプロフェン,１％１ｇ,,,トパルジック軟膏１％,アルフレッサファーマ,,27.80,,
外用薬,2649733M1097,スプロフェン,１％１ｇ,,,スルプロチン軟膏１％,大洋薬品工業,,23.00,,
外用薬,2649733N1025,スプロフェン,１％１ｇ,,,スルプロチンクリーム,大洋薬品工業,,23.00,H22.6.30まで,
外用薬,2649733N1076,スプロフェン,１％１ｇ,,,スレンダムクリーム１％,ポーラファルマ,,20.60,,
外用薬,2649733N1084,スプロフェン,１％１ｇ,,,トパルジッククリーム１％,アルフレッサファーマ,,27.80,,
外用薬,2649733N1092,スプロフェン,１％１ｇ,,,スルプロチンクリーム１％,大洋薬品工業,,23.00,,
外用薬,2649734N1020,ジクロフェナクナトリウム,１％１ｇ,,,ジクロフェナクナトリウムクリーム１％「テイコク」,帝國製薬,後発品,6.70,,
外用薬,2649734N1038,ジクロフェナクナトリウム,１％１ｇ,,,ジクロフェナクナトリウムクリーム１％「ユートク」,祐徳薬品工業,後発品,6.60,,
外用薬,2649734N1046,ジクロフェナクナトリウム,１％１ｇ,,,ジクロフェナクＮａクリーム１％「日本臓器」,日本臓器製薬,後発品,6.60,,
外用薬,2649734Q1042,ジクロフェナクナトリウム,１％１ｇ,,,アデフロニックゲル１％,大洋薬品工業,後発品,5.60,,
外用薬,2649734Q1050,ジクロフェナクナトリウム,１％１ｇ,,,ナボールゲル１％,久光製薬,,9.30,,
外用薬,2649734Q1069,ジクロフェナクナトリウム,１％１ｇ,,,ボルタレンゲル１％,同仁医薬化工,,9.20,,
外用薬,2649734Q1077,ジクロフェナクナトリウム,１％１ｇ,,,ベギータゲル１％,シオノケミカル,後発品,5.60,,
外用薬,2649734Q1085,ジクロフェナクナトリウム,１％１ｇ,,,ジクロフェナクＮａゲル１％「日本臓器」,東光薬品工業,後発品,5.70 ,,H22.11.19収載
外用薬,2649734Q1093,ジクロフェナクナトリウム,１％１ｇ,,,ジクロフェナクＮａゲル１％「ラクール」,三友薬品,後発品,5.80 ,,H22.11.19収載
外用薬,2649734Q2022,ジクロフェナクナトリウム,１％１ｇ,,,ボルタレンローション１％,同仁医薬化工,,9.20,,
外用薬,2649734Q2030,ジクロフェナクナトリウム,１％１ｇ,,,ジクロフェナクＮａローション１％「日本臓器」,東光薬品工業,後発品,5.70,,
外用薬,2649734Q2049,ジクロフェナクナトリウム,１％１ｇ,,,ジクロフェナクＮａローション１％「ラクール」,三友薬品,後発品,5.80,,
外用薬,2649734S1040,ジクロフェナクナトリウム,７ｃｍ×１０ｃｍ１枚,,,ジクロフェナクナトリウムテープ１５ｍｇ「テイコク」,帝國製薬,後発品,14.30,,
外用薬,2649734S1058,ジクロフェナクナトリウム,７ｃｍ×１０ｃｍ１枚,,,ジクロフェナクナトリウムテープ１５ｍｇ「ユートク」,祐徳薬品工業,後発品,15.50,,
外用薬,2649734S1066,ジクロフェナクナトリウム,７ｃｍ×１０ｃｍ１枚,,,ナボールテープ１５ｍｇ,久光製薬,,20.30,,
外用薬,2649734S1074,ジクロフェナクナトリウム,７ｃｍ×１０ｃｍ１枚,,,ボルタレンテープ１５ｍｇ,同仁医薬化工,,21.10,,
外用薬,2649734S1082,ジクロフェナクナトリウム,７ｃｍ×１０ｃｍ１枚,,,ジクロフェナクＮａテープ１５ｍｇ「東光」,東光薬品工業,後発品,14.40,,
外用薬,2649734S1090,ジクロフェナクナトリウム,７ｃｍ×１０ｃｍ１枚,,,ジクロフェナクＮａテープ１５ｍｇ「ラクール」,三友薬品,後発品,14.30,,
外用薬,2649734S1104,ジクロフェナクナトリウム,７ｃｍ×１０ｃｍ１枚,,,ジクロフェナクＮａテープ１５ｍｇ「トーワ」,ニプロジェネファ,後発品,14.40,,
外用薬,2649734S1112,ジクロフェナクナトリウム,７ｃｍ×１０ｃｍ１枚,,,ジクロフェナクＮａテープ１５ｍｇ「日医工」,日医工,後発品,14.40,,
外用薬,2649734S1120,ジクロフェナクナトリウム,７ｃｍ×１０ｃｍ１枚,,,ジクロフェナクＮａテープ１５ｍｇ「日本臓器」,日本臓器製薬,後発品,14.40,,
外用薬,2649734S1139,ジクロフェナクナトリウム,７ｃｍ×１０ｃｍ１枚,,,ジクロフェナクナトリウムテープ１５ｍｇ「ＪＧ」,日本ジェネリック,後発品,14.40,,
外用薬,2649734S1147,ジクロフェナクナトリウム,７ｃｍ×１０ｃｍ１枚,,,ジクロフェナクナトリウムテープ１５ｍｇ「ＮＰ」,ニプロパッチ,後発品,14.40,,
外用薬,2649734S1155,ジクロフェナクナトリウム,７ｃｍ×１０ｃｍ１枚,,,ジクロフェナクナトリウムテープ１５ｍｇ「三和」,三和化学研究所,後発品,14.40,,
外用薬,2649734S2046,ジクロフェナクナトリウム,１０ｃｍ×１４ｃｍ１枚,,,ジクロフェナクナトリウムテープ３０ｍｇ「テイコク」,帝國製薬,後発品,24.30,,
