区分,薬価基準収載医薬品コード,成分名,規格,品名,,,メーカー名,診療報酬において加算等の算定対象となる後発医薬品,薬価,経過措置による使用期限,備考
内用薬,5100102X1027,ショウキョウ,１０ｇ,局,,ウチダのショウキョウＭ,ウチダ和漢薬,,14.20,,
内用薬,5100102X1035,ショウキョウ,１０ｇ,局,,花扇ショウキョウＫ,小西製薬,,13.90,,
内用薬,5100102X1060,ショウキョウ,１０ｇ,局,,小島生姜Ｍ,小島漢方,,14.20,,
内用薬,5100102X1086,ショウキョウ,１０ｇ,局,,ツムラの生薬ショウキョウ,ツムラ,,13.90,,
内用薬,5100102X1108,ショウキョウ,１０ｇ,局,,トチモトのショウキョウ,栃本天海堂,,14.80,,
内用薬,5100103X1013,ショウズク,１０ｇ,局,,ショウズク,,,104.10,,
内用薬,5100104A1015,ショウズク,１０ｇ,,,ショウズク末,,,112.80,,
内用薬,5100105X1012,ショウバク,１０ｇ,,,ショウバク,,,8.40,,
内用薬,5100106X1017,ショウマ,１０ｇ,局,,ショウマ,,,12.00,,
内用薬,5100106X1084,ショウマ,１０ｇ,局,,ツムラの生薬ショウマ,ツムラ,,12.20,H24.3.31まで,
内用薬,5100106X1092,ショウマ,１０ｇ,局,,トチモトのショウマ,栃本天海堂,,12.20,,
内用薬,5100107X1011,シンイ,１０ｇ,局,,シンイ,,,55.70,,
内用薬,5100108X1016,セキショウシ,１０ｇ,,,セキショウシ,,,69.60,,
内用薬,5100109X1010,セッコウ,１０ｇ,局,,セッコウ,,,7.90,,
内用薬,5100109X1029,セッコウ,１０ｇ,局,,ウチダのセッコウＭ,ウチダ和漢薬,,9.00,,
内用薬,5100109X1045,セッコウ,１０ｇ,局,,セッコウダイコーＭ,大晃生薬,,8.30,,
内用薬,5100109X1053,セッコウ,１０ｇ,局,,小島石膏Ｍ,小島漢方,,8.60,,
内用薬,5100109X1061,セッコウ,１０ｇ,局,,高砂セッコウＭ,高砂薬業,,9.00,,
内用薬,5100109X1070,セッコウ,１０ｇ,局,,ツムラの生薬セッコウ,ツムラ,,9.00,,
内用薬,5100109X1088,セッコウ,１０ｇ,局,,トチモトのセッコウ,栃本天海堂,,9.00,,
内用薬,5100109X1096,セッコウ,１０ｇ,局,,マツウラのセッコウ（医療用）,松浦薬業,,8.30,,
内用薬,5100110A1010,セネガ,１０ｇ,局,,セネガ末,,,118.80,,
内用薬,5100110X1013,セネガ,１０ｇ,局,,セネガ,,,117.50,,
内用薬,5100111A1015,センキュウ,１０ｇ,局,,センキュウ末,,,28.40,,
内用薬,5100111X1018,センキュウ,１０ｇ,局,,センキュウ,,,21.70,,
内用薬,5100112X1012,ゼンコ,１０ｇ,局,,ゼンコ,,,13.60,,
内用薬,5100113X1017,センコツ,１０ｇ,局,,センコツ,,,34.20,,
内用薬,5100114X1011,センタイ,１０ｇ,,,センタイ,,,67.90,,
内用薬,5100114X1020,センタイ,１０ｇ,,,トチモトのセンタイ,栃本天海堂,,72.90,,
内用薬,5100114X1046,センタイ,１０ｇ,,,マツウラのセンタイ（調剤用）,松浦薬業,,72.90,,
内用薬,5100115A1013,センナ,１０ｇ,局,,センナ末,,,12.10,,
内用薬,5100115X1016,センナ,１０ｇ,局,,センナ,,,9.10,,
内用薬,5100116A1018,センブリ,１０ｇ,局,,センブリ末,,,212.20,,
内用薬,5100116X1010,センブリ,１０ｇ,局,,センブリ,,,229.40,,
内用薬,5100117A1012,ソウジュツ,１０ｇ,局,,ソウジュツ末,,,11.50,,
内用薬,5100117X1015,ソウジュツ,１０ｇ,局,,ソウジュツ,,,12.60,,
内用薬,5100117X1023,ソウジュツ,１０ｇ,局,,ウチダのソウジュツＭ,ウチダ和漢薬,,13.70,,
内用薬,5100117X1040,ソウジュツ,１０ｇ,局,,花扇ソウジュツＫ,小西製薬,,13.70,,
内用薬,5100117X1066,ソウジュツ,１０ｇ,局,,ソウジュツダイコーＭ,大晃生薬,,14.30,,
内用薬,5100117X1082,ソウジュツ,１０ｇ,局,,高砂ソウジュツＭ,高砂薬業,,13.70,,
内用薬,5100117X1090,ソウジュツ,１０ｇ,局,,ツムラの生薬ソウジュツ,ツムラ,,14.30,,
内用薬,5100117X1112,ソウジュツ,１０ｇ,局,,トチモトのソウジュツ,栃本天海堂,,13.70,,
内用薬,5100117X1120,ソウジュツ,１０ｇ,局,,マツウラのソウジュツ（医療用）,松浦薬業,,14.30,,
内用薬,5100118X1010,ソウハクヒ,１０ｇ,局,,ソウハクヒ,,,14.80,,
内用薬,5100119X1014,ソボク,１０ｇ,局,,ソボク,,,27.80,,
内用薬,5100120X1017,ソヨウ,１０ｇ,局,,ソヨウ,,,20.00,,
内用薬,5100120X1025,ソヨウ,１０ｇ,局,,ウチダのソヨウＭ,ウチダ和漢薬,,23.70,,
内用薬,5100120X1033,ソヨウ,１０ｇ,局,,花扇ソヨウＫ,小西製薬,,23.70,,
内用薬,5100120X1050,ソヨウ,１０ｇ,局,,ソヨウダイコーＭ,大晃生薬,,23.70,,
内用薬,5100120X1084,ソヨウ,１０ｇ,局,,ツムラの生薬ソヨウ,ツムラ,,24.20,,
内用薬,5100120X1092,ソヨウ,１０ｇ,局,,トチモトのソヨウ,栃本天海堂,,24.20,,
内用薬,5100121A1019,ダイオウ,１０ｇ,局,,ダイオウ末,,,21.10,,
内用薬,5100121A1035,ダイオウ,１０ｇ,局,,ウチダのダイオウ末Ｍ,ウチダ和漢薬,,23.40,,
内用薬,5100121A1051,ダイオウ,１０ｇ,局,,花扇ダイオウ末Ｋ,小西製薬,,23.40,,
内用薬,5100121A1060,ダイオウ,１０ｇ,局,,ダイオウ末「三恵」,三恵薬品,,22.30,,
内用薬,5100121A1078,ダイオウ,１０ｇ,局,,「純生」ダイオウ末,小堺製薬,,23.40,,
内用薬,5100121A1094,ダイオウ,１０ｇ,局,,ダイオウ末ダイコーＭ,大晃生薬,,23.40,,
内用薬,5100121A1132,ダイオウ,１０ｇ,局,,トチモトのダイオウ末,栃本天海堂,,23.40,,
内用薬,5100121A1140,ダイオウ,１０ｇ,局,,ダイオウ末Ｎ,日本粉末薬品,,22.30,,
内用薬,5100121A1167,ダイオウ,１０ｇ,局,,三和ダイオウ末,三和生薬,,22.30,,
内用薬,5100121A1175,ダイオウ,１０ｇ,局,※,ダイオウ末（井藤）,井藤漢方製薬,,22.30,,
内用薬,5100121A1191,ダイオウ,１０ｇ,局,,マツウラのダイオウ末（医療用）,松浦薬業,,22.30,,
内用薬,5100121X1011,ダイオウ,１０ｇ,局,,ダイオウ,,,19.10,,
内用薬,5100122X1016,タイソウ,１０ｇ,局,,タイソウ,,,14.90,,
内用薬,5100122X1024,タイソウ,１０ｇ,局,,ウチダのタイソウＭ,ウチダ和漢薬,,16.60,,
内用薬,5100122X1040,タイソウ,１０ｇ,局,,花扇タイソウＫ,小西製薬,,16.60,,
内用薬,5100122X1083,タイソウ,１０ｇ,局,,高砂タイソウＭ,高砂薬業,,15.40,,
内用薬,5100122X1105,タイソウ,１０ｇ,局,,トチモトのタイソウ,栃本天海堂,,15.40,,
内用薬,5100123X1010,ダイフクヒ,１０ｇ,,,ダイフクヒ,,,26.10,,
内用薬,5100124A1012,タクシャ,１０ｇ,局,,タクシャ末,,,17.10,,
内用薬,5100124X1015,タクシャ,１０ｇ,局,,タクシャ,,,14.00,,
内用薬,5100125X1010,チクジョ,１０ｇ,,,チクジョ,,,15.80,,
内用薬,5100125X1036,チクジョ,１０ｇ,,,トチモトのチクジョ,栃本天海堂,,16.60,,
内用薬,5100125X1044,チクジョ,１０ｇ,,,ツムラの生薬チクジョ,ツムラ,,16.60,,
内用薬,5100126A1011,チクセツニンジン,１０ｇ,局,,チクセツニンジン末,,,174.70,,
内用薬,5100126X1014,チクセツニンジン,１０ｇ,局,,チクセツニンジン,,,174.70,,
内用薬,5100127X1019,チモ,１０ｇ,局,,チモ,,,15.90,,
内用薬,5100127X1027,チモ,１０ｇ,局,,ウチダのチモＭ,ウチダ和漢薬,,16.30,,
内用薬,5100127X1043,チモ,１０ｇ,局,,チモダイコーＭ,大晃生薬,,17.30,,
内用薬,5100127X1108,チモ,１０ｇ,局,,花扇チモＫ,小西製薬,,17.30,,
内用薬,5100128A1010,チョウジ,１０ｇ,局,,チョウジ末,,,25.10,,
内用薬,5100128X1013,チョウジ,１０ｇ,局,,チョウジ,,,27.50,,
内用薬,5100129X1018,チョウトウコウ,１０ｇ,局,,チョウトウコウ,,,14.10,,
内用薬,5100129X1034,チョウトウコウ,１０ｇ,局,,トチモトのチョウトウコウ,栃本天海堂,,14.40,,
内用薬,5100129X1042,チョウトウコウ,１０ｇ,局,,ツムラの生薬チョウトウコウ,ツムラ,,14.40,,
内用薬,5100129X1050,チョウトウコウ,１０ｇ,局,,花扇チョウトウコウＫ,小西製薬,,14.40,,
内用薬,5100129X1069,チョウトウコウ,１０ｇ,局,,マツウラのチョウトウコウ（調剤用）,松浦薬業,,14.40,,
内用薬,5100130X1010,チョレイ,１０ｇ,局,,チョレイ,,,52.10,,
内用薬,5100131X1015,チンピ,１０ｇ,局,,チンピ,,,10.20,,
内用薬,5100131X1023,チンピ,１０ｇ,局,,ウチダのチンピＭ,ウチダ和漢薬,,10.80,,
内用薬,5100131X1031,チンピ,１０ｇ,局,,花扇チンピＫ,小西製薬,,10.60,,
内用薬,5100131X1058,チンピ,１０ｇ,局,,チンピダイコーＭ,大晃生薬,,11.20,,
内用薬,5100131X1074,チンピ,１０ｇ,局,,ツムラの生薬チンピ,ツムラ,,11.20,,
内用薬,5100131X1090,チンピ,１０ｇ,局,,トチモトのチンピ,栃本天海堂,,11.20,,
内用薬,5100131X1104,チンピ,１０ｇ,局,,高砂チンピＭ,高砂薬業,,11.20,,
内用薬,5100132X1010,テンナンショウ,１０ｇ,,,テンナンショウ,,,22.40,,
内用薬,5100132X1036,テンナンショウ,１０ｇ,,,トチモトのテンナンショウ,栃本天海堂,,24.10,,
内用薬,5100132X1044,テンナンショウ,１０ｇ,,,ツムラの生薬テンナンショウ,ツムラ,,24.10,H24.3.31まで,
内用薬,5100133A1011,テンマ,１ｇ,,,テンマ末,,,26.10,,
内用薬,5100133A1046,テンマ,１ｇ,,,高砂テンマ末Ｍ,高砂薬業,,28.70,,
内用薬,5100133A1054,テンマ,１ｇ,,,花扇テンマ末Ｋ,小西製薬,,30.40,,
内用薬,5100133X1014,テンマ,１ｇ,局,,テンマ,,,20.60,,
内用薬,5100133X1022,テンマ,１ｇ,局,,ウチダのテンマＭ,ウチダ和漢薬,,22.70,,
内用薬,5100133X1030,テンマ,１ｇ,局,,テンマ（天麻）Ｒ,本草製薬,,21.40,,
内用薬,5100133X1065,テンマ,１ｇ,局,,マツウラの天麻（調剤用）,松浦薬業,,22.70,,
内用薬,5100133X1073,テンマ,１ｇ,局,,花扇テンマ,小西製薬,,22.40,,
内用薬,5100133X1081,テンマ,１ｇ,局,,ツムラの生薬テンマ,ツムラ,,22.40,,
内用薬,5100134X1019,テンモンドウ,１０ｇ,局,,テンモンドウ,,,23.60,,
内用薬,5100135X1013,トウガシ,１０ｇ,局,,トウガシ,,,14.40,,
内用薬,5100135X1021,トウガシ,１０ｇ,局,,ウチダのトウガシＭ,ウチダ和漢薬,,14.90,,
内用薬,5100136A1015,トウガラシ,１０ｇ,局,,トウガラシ末,,,15.10,,
内用薬,5100136X1018,トウガラシ,１０ｇ,局,,トウガラシ,,,12.10,,
内用薬,5100137A1010,トウキ,１０ｇ,局,,トウキ末,,,38.00,,
内用薬,5100137X1012,トウキ,１０ｇ,局,,トウキ,,,29.30,,
内用薬,5100137X1020,トウキ,１０ｇ,局,,ウチダのトウキＭ,ウチダ和漢薬,,32.50,,
内用薬,5100137X1047,トウキ,１０ｇ,局,,花扇トウキＫ,小西製薬,,32.50,,
内用薬,5100137X1063,トウキ,１０ｇ,局,,トウキダイコーＭ,大晃生薬,,31.40,,
内用薬,5100137X1071,トウキ,１０ｇ,局,,小島当帰Ｍ,小島漢方,,31.40,,
内用薬,5100137X1098,トウキ,１０ｇ,局,,ツムラの生薬トウキ,ツムラ,,32.50,,
内用薬,5100137X1101,トウキ,１０ｇ,局,,トチモトのトウキ,栃本天海堂,,31.40,,
内用薬,5100138X1017,トウドクカツ,１０ｇ,,,トウドクカツ,,,11.50,,
内用薬,5100139X1011,トウニン,１０ｇ,局,,トウニン,,,24.50,,
内用薬,5100140A1011,トウヒ,１０ｇ,,,トウヒ末,,,19.30,,
内用薬,5100140X1014,トウヒ,１０ｇ,局,,トウヒ,,,19.30,,
内用薬,5100141X1019,ドクカツ,１０ｇ,局,,ドクカツ,,,12.30,,
内用薬,5100141X1027,ドクカツ,１０ｇ,局,,ウチダのドクカツＭ,ウチダ和漢薬,,12.70,,
内用薬,5100141X1051,ドクカツ,１０ｇ,局,,ツムラの生薬ドクカツ,ツムラ,,13.70,,
内用薬,5100142A1010,トコン,１ｇ,局,,トコン末,,,70.40,,
内用薬,5100142X1013,トコン,１ｇ,局,,トコン,,,70.90,,
内用薬,5100143X1018,ドベッコウ,１０ｇ,,,ドベッコウ,,,39.80,,
内用薬,5100144A1010,トラガント,１０ｇ,局,,トラガント末,,,90.80,,
内用薬,5100144X1012,トラガント,１０ｇ,局,,トラガント,,,63.80,,
内用薬,5100145X1017,ナンテンジツ,１０ｇ,,,ナンテンジツ,,,22.50,,
内用薬,5100146A1019,ニガキ,１０ｇ,局,,ニガキ末,,,10.60,,
内用薬,5100146X1011,ニガキ,１０ｇ,局,,ニガキ,,,9.60,,
内用薬,5100147X1016,ニクズク,１０ｇ,局,,ニクズク,,,18.50,,H23.4.1局方品
内用薬,5100148X1010,ニンジン,１０ｇ,局,,ニンジン,,,171.50,,
内用薬,5100149X1015,ニンドウ,１０ｇ,局,,ニンドウ,,,11.30,,
内用薬,5100149X1031,ニンドウ,１０ｇ,局,,トチモトのニンドウ,栃本天海堂,,11.50,,
内用薬,5100150X1018,バイモ,１０ｇ,局,,バイモ,,,50.80,,
内用薬,5100151X1012,バクモンドウ,１０ｇ,局,,バクモンドウ,,,22.30,,
内用薬,5100152X1017,ハッカ,１０ｇ,局,,ハッカ,,,17.90,,
内用薬,5100153X1011,ハマボウフウ,１０ｇ,局,,ハマボウフウ,,,51.90,,
内用薬,5100154X1016,ハンゲ,１０ｇ,局,,ハンゲ,,,43.70,,
内用薬,5100155X1010,ヒシノミ,１０ｇ,,,ヒシノミ,,,22.10,,
内用薬,5100156X1015,ビャクゴウ,１０ｇ,局,,ビャクゴウ,,,23.20,,
内用薬,5100156X1031,ビャクゴウ,１０ｇ,局,,ツムラの生薬ビャクゴウ,ツムラ,,24.30,,
内用薬,5100156X1040,ビャクゴウ,１０ｇ,局,,トチモトのビャクゴウ,栃本天海堂,,24.30,,
内用薬,5100157X1010,ビャクシ,１０ｇ,局,,ビャクシ,,,26.90,,
内用薬,5100157X1036,ビャクシ,１０ｇ,局,,花扇ビャクシＫ,小西製薬,,27.80,,
内用薬,5100157X1052,ビャクシ,１０ｇ,局,,ビャクシダイコーＭ,大晃生薬,,27.80,,
内用薬,5100157X1087,ビャクシ,１０ｇ,局,,ツムラの生薬ビャクシ,ツムラ,,27.80,,
内用薬,5100157X1095,ビャクシ,１０ｇ,局,,トチモトのビャクシ,栃本天海堂,,27.80,,
内用薬,5100157X1109,ビャクシ,１０ｇ,局,,マツウラのビャクシ（医療用）,松浦薬業,,27.80,,
内用薬,5100158A1011,ビャクジュツ,１０ｇ,局,,ビャクジュツ末,,,34.50,,
内用薬,5100158X1014,ビャクジュツ,１０ｇ,局,,ビャクジュツ,,,27.70,,
内用薬,5100158X1022,ビャクジュツ,１０ｇ,局,,ウチダのビャクジュツＭ,ウチダ和漢薬,,30.80,,
内用薬,5100158X1049,ビャクジュツ,１０ｇ,局,,花扇ビャクジュツＫ,小西製薬,,30.80,,
内用薬,5100159X1019,ビワヨウ,１０ｇ,局,,ビワヨウ,,,17.30,,
内用薬,5100159X1035,ビワヨウ,１０ｇ,局,,トチモトのビワヨウ,栃本天海堂,,18.20,,
内用薬,5100159X1043,ビワヨウ,１０ｇ,局,,ツムラの生薬ビワヨウ,ツムラ,,18.20,,
内用薬,5100160A1019,ビンロウジ,１０ｇ,,,ビンロウジ末,,,12.20,,
内用薬,5100160X1011,ビンロウジ,１０ｇ,局,,ビンロウジ,,,12.20,,
内用薬,5100161A1013,ブクリョウ,１０ｇ,局,,ブクリョウ末,,,27.60,,
内用薬,5100161X1016,ブクリョウ,１０ｇ,局,,ブクリョウ,,,20.40,,
内用薬,5100161X1024,ブクリョウ,１０ｇ,局,,ウチダのブクリョウＭ,ウチダ和漢薬,,22.70,,
内用薬,5100161X1040,ブクリョウ,１０ｇ,局,,花扇ブクリョウＫ,小西製薬,,22.70,,
内用薬,5100161X1091,ブクリョウ,１０ｇ,局,,ツムラの生薬ブクリョウ,ツムラ,,22.70,,
内用薬,5100162X1010,ブシ,１０ｇ,局,,ブシ,,,159.10,H24.3.31まで,
内用薬,5100162X1029,ブシ,１０ｇ,局,,ウチダの附子,ウチダ和漢薬,,159.10,,H23.11.11一般名等
内用薬,5100163X1015,ボウイ,１０ｇ,局,,ボウイ,,,16.40,,
内用薬,5100164X1010,ボウコン,１０ｇ,局,,ボウコン,,,14.00,,
内用薬,5100165X1014,ボウフウ,１０ｇ,局,,ボウフウ,,,20.60,,
内用薬,5100165X1049,ボウフウ,１０ｇ,局,,トチモトのボウフウ,栃本天海堂,,22.70,,
内用薬,5100165X1057,ボウフウ,１０ｇ,局,,ボウフウダイコーＭ,大晃生薬,,22.70,,
内用薬,5100165X1065,ボウフウ,１０ｇ,局,,ツムラの生薬ボウフウ,ツムラ,,22.70,,
内用薬,5100165X1073,ボウフウ,１０ｇ,局,,花扇ボウフウＫ,小西製薬,,22.70,,
内用薬,5100165X1103,ボウフウ,１０ｇ,局,,高砂ボウフウＭ,高砂薬業,,22.70,,
内用薬,5100166X1019,ブシ,１０ｇ,局,,ホウブシ,,,87.40,H24.3.31まで,
内用薬,5100166X1027,ブシ,１０ｇ,局,,ウチダの炮附子,ウチダ和漢薬,,96.10,,
内用薬,5100166X1035,ブシ,１０ｇ,局,,トチモトのホウブシ,栃本天海堂,,87.40,,H23.11.11一般名等
内用薬,5100167X1013,ボクソク,１０ｇ,局,,ボクソク,,,10.50,,H23.4.1局方品
内用薬,5100168A1015,ボタンピ,１０ｇ,局,,ボタンピ末,,,22.50,,
内用薬,5100168X1018,ボタンピ,１０ｇ,局,,ボタンピ,,,18.20,,
内用薬,5100169A1010,ボレイ,１０ｇ,局,,ボレイ末,,,9.70,,
内用薬,5100169X1012,ボレイ,１０ｇ,局,,ボレイ,,,8.90,,
内用薬,5100170X1015,マオウ,１０ｇ,局,,マオウ,,,12.00,,
内用薬,5100171X1010,マシニン,１０ｇ,局,,マシニン,,,10.50,,
内用薬,5100171X1036,マシニン,１０ｇ,局,,トチモトのマシニン,栃本天海堂,,11.00,,
内用薬,5100171X1044,マシニン,１０ｇ,局,,ツムラの生薬マシニン,ツムラ,,11.00,,
内用薬,5100172X1014,マンケイシ,１０ｇ,,,マンケイシ,,,17.40,,
内用薬,5100172X1030,マンケイシ,１０ｇ,,,トチモトのマンケイシ,栃本天海堂,,18.30,,
内用薬,5100173X1019,モクツウ,１０ｇ,局,,モクツウ,,,13.50,,
内用薬,5100174X1013,モッカ,１０ｇ,,,モッカ,,,10.50,,
内用薬,5100175X1018,モッコウ,１０ｇ,局,,モッコウ,,,17.50,,
内用薬,5100176A1010,モッコウ,１０ｇ,,,モッコウ末,,,20.40,,
内用薬,5100177X1017,ヤクチ,１０ｇ,局,,ヤクチ,,,23.20,,
内用薬,5100177X1025,ヤクチ,１０ｇ,局,,ウチダのヤクチＭ,ウチダ和漢薬,,25.10,,
内用薬,5100177X1068,ヤクチ,１０ｇ,局,,高砂ヤクチＭ,高砂薬業,,25.10,,
内用薬,5100177X1076,ヤクチ,１０ｇ,局,,トチモトのヤクチ,栃本天海堂,,25.10,,
内用薬,5100178X1011,ヤクモソウ,１０ｇ,局,,ヤクモソウ,,,19.10,,
内用薬,5100179A1013,ヨウバイヒ,１０ｇ,,,ヨウバイヒ末,,,16.50,,
内用薬,5100179X1016,ヨウバイヒ,１０ｇ,,,ヨウバイヒ,,,13.90,,
内用薬,5100180A1016,ヨクイニン,１０ｇ,局,,ヨクイニン末,,,12.00,,
内用薬,5100180X1019,ヨクイニン,１０ｇ,局,,ヨクイニン,,,8.60,,
内用薬,5100181X1013,リュウガンニク,１０ｇ,局,,リュウガンニク,,,31.50,,H23.4.1局方品
内用薬,5100181X1030,リュウガンニク,１０ｇ,局,,トチモトのリュウガンニク,栃本天海堂,,34.00,,H23.4.1局方品
内用薬,5100181X1048,リュウガンニク,１０ｇ,局,,花扇リュウガンニクＫ,小西製薬,,34.00,,
内用薬,5100181X1056,リュウガンニク,１０ｇ,局,,ツムラの生薬リュウガンニク,ツムラ,,34.00,H24.3.31まで,H23.4.1局方品
内用薬,5100182X1018,リュウコツ,１０ｇ,局,,リュウコツ,,,20.10,,
内用薬,5100182X1034,リュウコツ,１０ｇ,局,,花扇リュウコツＫ,小西製薬,,21.60,,
内用薬,5100183A1010,リュウタン,１０ｇ,局,,リュウタン末,,,37.70,,
内用薬,5100183X1012,リュウタン,１０ｇ,局,,リュウタン,,,32.30,,
内用薬,5100184X1017,リョウキョウ,１０ｇ,局,,リョウキョウ,,,12.50,,
内用薬,5100185X1011,レンギョウ,１０ｇ,局,,レンギョウ,,,16.10,,
内用薬,5100185X1020,レンギョウ,１０ｇ,局,,ウチダのレンギョウＭ,ウチダ和漢薬,,16.30,,
内用薬,5100185X1038,レンギョウ,１０ｇ,局,,花扇レンギョウＫ,小西製薬,,16.30,,
内用薬,5100185X1054,レンギョウ,１０ｇ,局,,レンギョウダイコーＭ,大晃生薬,,16.30,,
内用薬,5100185X1062,レンギョウ,１０ｇ,局,,小島連翹Ｍ,小島漢方,,16.30,,
内用薬,5100185X1070,レンギョウ,１０ｇ,局,,高砂レンギョウＭ,高砂薬業,,17.40,,
内用薬,5100185X1097,レンギョウ,１０ｇ,局,,トチモトのレンギョウ,栃本天海堂,,17.40,,
内用薬,5100186X1016,レンニク,１０ｇ,局,,レンニク,,,19.80,,
内用薬,5100187X1010,ロートコン,１０ｇ,局,,ロートコン,,,17.40,,
内用薬,5100188X1015,ワキョウカツ,１０ｇ,,,ワキョウカツ,,,16.70,,
内用薬,5100189X1010,ワコウホン,１０ｇ,,,ワコウホン,,,34.70,,
内用薬,5100190X1012,トチュウ,１０ｇ,局,,トチュウ,,,29.60,,
内用薬,5100190X1020,トチュウ,１０ｇ,局,,トチモトのトチュウ,栃本天海堂,,32.80,,
内用薬,5100190X1047,トチュウ,１０ｇ,局,,トチュウダイコーＭ（調剤用）,大晃生薬,,32.80,,
内用薬,5100191X1017,バクガ,１０ｇ,,,バクガ,,,9.30,,
内用薬,5100192X1011,チャヨウ,１０ｇ,,,チャヨウ,,,15.60,,
内用薬,5100193X1016,ゴマ,１０ｇ,,,ゴマ,,,18.50,,
内用薬,5100194X1010,アメ,１０ｇ,,,アメ,,,22.80,,
内用薬,5200001C1036,安中散エキス,１ｇ,,,コタロー安中散エキス細粒,小太郎漢方製薬,,7.90,,
内用薬,5200001C1044,安中散エキス,１ｇ,,,〔東洋〕安中散料エキス細粒,東洋薬行,,8.30,,
内用薬,5200001C1052,安中散エキス,１ｇ,,,クラシエ安中散料エキス細粒,クラシエ製薬,,9.00,,
内用薬,5200001D1023,安中散エキス,１ｇ,,,安中散料エキス顆粒Ｔ,東亜薬品,,6.20,,
内用薬,5200001D1031,安中散エキス,１ｇ,,,オースギ安中散料エキスＧ,大杉製薬,,15.00,,
内用薬,5200001D1040,安中散エキス,１ｇ,,,ＪＰＳ安中散料エキス顆粒〔調剤用〕,ジェーピーエス製薬,,6.20,,
内用薬,5200001D1066,安中散エキス,１ｇ,,,ツムラ安中散エキス顆粒（医療用）,ツムラ,,8.00,,
内用薬,5200001D1074,安中散エキス,１ｇ,,,テイコク安中散エキス顆粒,帝國漢方製薬,,5.30,,
内用薬,5200001D1090,安中散エキス,１ｇ,,,本草安中散料エキス顆粒－Ｍ,本草製薬,,5.30,,
内用薬,5200001F1024,安中散エキス,１錠,,,オースギ安中散料エキスＴ錠,常盤薬品工業,,5.70,,
内用薬,5200001M1023,安中散エキス,１カプセル,,,コタロー安中散エキスカプセル,小太郎漢方製薬,,8.30,,
内用薬,5200002D1028,胃苓湯エキス,１ｇ,,,ＫＴＳ胃苓湯エキス顆粒,建林松鶴堂,,8.90,H24.3.31まで,
内用薬,5200002D1036,胃苓湯エキス,１ｇ,,,ツムラ胃苓湯エキス顆粒（医療用）,ツムラ,,18.20,,
内用薬,5200003C1035,茵ちん蒿湯エキス,１ｇ,,,コタロー茵ちん蒿湯エキス細粒,小太郎漢方製薬,,8.40,,
内用薬,5200003C1043,茵ちん蒿湯エキス,１ｇ,,,クラシエ茵ちん蒿湯エキス細粒,クラシエ製薬,,9.30,,
内用薬,5200003D1022,茵ちん蒿湯エキス,１ｇ,,,オースギ茵ちん蒿湯エキスＧ,大杉製薬,,17.50,,
内用薬,5200003D1049,茵ちん蒿湯エキス,１ｇ,,,ツムラ茵ちん蒿湯エキス顆粒（医療用）,ツムラ,,9.10,,
内用薬,5200003D1057,茵ちん蒿湯エキス,１ｇ,,,テイコク茵ちん蒿湯エキス顆粒,帝國漢方製薬,,6.00,,
内用薬,5200003M1022,茵ちん蒿湯エキス,１カプセル,,,コタロー茵ちん蒿湯エキスカプセル,小太郎漢方製薬,,9.10,,
内用薬,5200004D1027,茵ちん五苓散エキス,１ｇ,,,ＫＴＳ茵ちん五苓散料エキス顆粒,建林松鶴堂,,19.90,H24.3.31まで,
内用薬,5200004D1035,茵ちん五苓散エキス,１ｇ,,,ツムラ茵ちん五苓散エキス顆粒（医療用）,ツムラ,,28.80,,
内用薬,5200005C1026,温経湯エキス,１ｇ,,,コタロー温経湯エキス細粒,小太郎漢方製薬,,11.30,,
内用薬,5200005D1021,温経湯エキス,１ｇ,,,ＫＴＳ温経湯エキス顆粒,建林松鶴堂,,10.80,H24.3.31まで,
内用薬,5200005D1030,温経湯エキス,１ｇ,,,ツムラ温経湯エキス顆粒（医療用）,ツムラ,,24.90,,
内用薬,5200006C1039,温清飲エキス,１ｇ,,,コタロー温清飲エキス細粒,小太郎漢方製薬,,7.80,,
内用薬,5200006C1047,温清飲エキス,１ｇ,,,ジュンコウ温清飲ＦＣエキス細粒医療用,康和薬通,,16.70,,
内用薬,5200006C1055,温清飲エキス,１ｇ,,,〔東洋〕温清飲エキス細粒,東洋薬行,,14.80,,
内用薬,5200006C1063,温清飲エキス,１ｇ,,,クラシエ温清飲エキス細粒,大峰堂薬品工業,,15.50,,
内用薬,5200006D1026,温清飲エキス,１ｇ,,,オースギ温清飲エキスＧ,大杉製薬,,12.80,,
内用薬,5200006D1042,温清飲エキス,１ｇ,,,ツムラ温清飲エキス顆粒（医療用）,ツムラ,,17.30,,
内用薬,5200006D1050,温清飲エキス,１ｇ,,,テイコク温清飲エキス顆粒,帝國漢方製薬,,6.50,,
内用薬,5200006D1069,温清飲エキス,１ｇ,,,本草温清飲エキス顆粒－Ｍ,本草製薬,,7.50,,
内用薬,5200007C1025,越婢加朮湯エキス,１ｇ,,,コタロー越婢加朮湯エキス細粒,小太郎漢方製薬,,6.80,,
内用薬,5200007D1020,越婢加朮湯エキス,１ｇ,,,ＫＴＳ越婢加朮湯エキス顆粒,建林松鶴堂,,6.50,H24.3.31まで,
内用薬,5200007D1039,越婢加朮湯エキス,１ｇ,,,ＪＰＳ越婢加朮湯エキス顆粒〔調剤用〕,ジェーピーエス製薬,,7.80,,
